date,vix,vxn,rvx,vxeem,skew,move,dxy,cnn_fear_greed,ig_oas,hy_oas,gvz,ovx,stlfsi
2007-01-01,,,,,,,,,,,,,
2007-01-02,,,,,,,83.2,,0.92,2.91,,,
2007-01-03,12.04,17.5,18.63,,118.77,70.9,83.92,,0.91,2.91,,,
2007-01-04,11.51,16.99,18.03,,118.78,72.0,84.32,,0.91,2.95,,,
2007-01-05,12.14,17.9,19.34,,117.27,67.4,84.63,,0.91,2.93,,,-0.88
2007-01-08,12.0,18.35,19.43,,119.44,64.3,84.6,,0.91,2.92,,,
2007-01-09,11.91,17.89,18.76,,116.28,61.8,84.74,,0.91,2.89,,,
2007-01-10,11.47,17.25,18.34,,117.79,62.2,85.08,,0.91,2.87,,,
2007-01-11,10.87,17.02,17.36,,119.13,63.0,85.31,,0.9,2.82,,,
2007-01-12,10.15,16.56,16.38,,119.7,61.2,85.03,,0.9,2.8,,,-0.99
2007-01-15,,,,,,,,,0.9,2.79,,,
2007-01-16,10.74,17.28,17.36,,120.78,60.9,85.05,,0.9,2.78,,,
2007-01-17,10.59,16.92,17.61,,120.95,60.1,84.98,,0.89,2.72,,,
2007-01-18,10.85,17.63,18.08,,127.7,58.0,84.91,,0.89,2.73,,,
2007-01-19,10.4,16.81,17.04,,127.24,57.2,84.86,,0.89,2.7,,,-1.09
2007-01-22,10.77,17.65,17.91,,121.13,57.2,85.02,,0.89,2.69,,,
2007-01-23,10.34,17.34,16.92,,122.77,57.2,84.67,,0.88,2.65,,,
2007-01-24,9.89,16.61,16.15,,124.34,57.5,84.94,,0.88,2.63,,,
2007-01-25,11.22,17.63,17.34,,119.49,60.75,85.11,,0.87,2.57,,,
2007-01-26,11.13,17.52,16.87,,120.26,60.3,85.28,,0.88,2.59,,,-1.13
2007-01-29,11.45,18.16,17.6,,117.83,60.0,85.1,,0.87,2.58,,,
2007-01-30,10.96,17.98,17.26,,119.53,61.9,85.03,,0.87,2.62,,,
2007-01-31,10.42,17.19,16.91,,118.58,61.6,84.61,,0.89,2.72,,,
2007-02-01,10.31,17.11,16.26,,119.57,61.3,84.63,,0.88,2.66,,,
2007-02-02,10.08,16.43,16.14,,121.7,56.1,84.96,,0.88,2.67,,,-1.09
2007-02-05,10.55,16.84,16.87,,122.48,54.9,85.08,,0.88,2.67,,,
2007-02-06,10.65,16.61,16.56,,122.78,56.3,84.78,,0.88,2.67,,,
2007-02-07,10.32,16.17,15.9,,122.94,60.5,84.75,,0.88,2.65,,,
2007-02-08,10.44,16.14,15.74,,122.69,58.9,84.7,,0.88,2.65,,,
2007-02-09,11.1,17.11,16.35,,121.02,60.1,84.87,,0.87,2.59,,,-1.1
2007-02-12,11.61,17.34,16.79,,119.81,60.0,85.15,,0.87,2.59,,,
2007-02-13,10.34,15.83,15.97,,125.32,59.8,84.73,,0.87,2.58,,,
2007-02-14,10.23,15.37,16.13,,123.09,59.8,84.2,,0.87,2.62,,,
2007-02-15,10.22,15.27,15.64,,120.55,61.1,84.01,,0.87,2.59,,,
2007-02-16,10.02,14.83,14.55,,121.01,60.7,84.09,,0.86,2.57,,,-1.11
2007-02-19,,,,,,,,,0.86,2.57,,,
2007-02-20,10.24,15.77,14.74,,120.99,60.9,84.19,,0.86,2.57,,,
2007-02-21,10.2,15.38,14.44,,119.1,57.8,84.21,,0.86,2.53,,,
2007-02-22,10.18,15.3,14.47,,119.58,57.5,84.32,,0.86,2.49,,,
2007-02-23,10.58,15.32,15.03,,117.71,57.8,84.07,,0.86,2.55,,,-1.13
2007-02-26,11.15,15.98,15.81,,117.81,61.6,83.93,,0.86,2.58,,,
2007-02-27,18.31,22.97,22.05,,112.5,70.3,83.48,,0.89,2.79,,,
2007-02-28,15.42,20.53,20.53,,121.36,69.8,83.57,,0.9,2.82,,,
2007-03-01,15.82,21.51,20.98,,120.99,72.9,83.68,,0.89,2.83,,,
2007-03-02,18.61,23.66,24.21,,118.76,76.7,83.74,,0.9,2.91,,,-0.7
2007-03-05,19.63,24.61,26.28,,118.07,74.5,84.15,,0.91,2.99,,,
2007-03-06,15.96,21.19,22.52,,121.14,67.1,84.07,,0.91,2.94,,,
2007-03-07,15.24,20.56,22.14,,119.49,71.3,83.78,,0.91,2.91,,,
2007-03-08,14.29,19.79,21.41,,121.08,69.8,84.1,,0.91,2.85,,,
2007-03-09,14.09,18.94,20.45,,121.96,63.6,84.24,,0.9,2.75,,,-0.79
2007-03-12,13.99,18.52,19.81,,126.35,65.3,83.86,,0.91,2.8,,,
2007-03-13,18.13,22.04,23.37,,130.04,72.2,83.73,,0.92,2.92,,,
2007-03-14,17.27,19.77,22.25,,134.25,69.7,83.61,,0.92,2.94,,,
2007-03-15,16.43,18.79,20.59,,136.15,67.9,83.68,,0.92,2.88,,,
2007-03-16,16.79,19.6,22.25,,128.3,67.0,83.23,,0.93,2.88,,,-0.85
2007-03-19,14.59,18.38,21.32,,122.84,66.0,83.39,,0.93,2.85,,,
2007-03-20,13.27,17.6,20.04,,127.35,66.0,83.11,,0.93,2.88,,,
2007-03-21,12.19,17.2,18.72,,130.07,66.2,82.77,,0.94,2.91,,,
2007-03-22,12.93,16.77,18.44,,124.99,67.2,83.09,,0.93,2.81,,,
2007-03-23,12.95,17.17,18.52,,125.64,68.7,83.28,,0.93,2.79,,,-1.02
2007-03-26,13.16,17.0,19.07,,126.45,68.2,83.08,,0.93,2.82,,,
2007-03-27,13.48,17.2,19.53,,122.89,69.7,83.01,,0.93,2.81,,,
2007-03-28,14.98,18.56,21.06,,121.28,69.9,83.03,,0.93,2.84,,,
2007-03-29,15.14,18.53,21.09,,121.4,65.9,83.09,,0.93,2.82,,,
2007-03-30,14.64,18.24,20.77,,120.89,67.9,82.93,,0.95,2.85,,,-0.95
2007-04-02,14.53,18.6,20.84,,122.62,65.9,82.87,,0.94,2.86,,,
2007-04-03,13.46,17.69,19.5,,124.18,63.8,83.15,44.25826158390881,0.94,2.83,,,
2007-04-04,13.24,17.1,19.24,,123.94,66.1,82.96,44.09635373030848,0.95,2.87,,,
2007-04-05,13.23,16.75,18.74,,125.4,64.0,82.68,47.56297806991028,0.95,2.84,,,
2007-04-06,,,,,,,,,,,,,-0.95
2007-04-09,13.14,17.77,19.9,,125.32,58.3,83.1,47.51653662375808,0.94,2.76,,,
2007-04-10,12.68,17.02,19.04,,125.94,60.2,82.7,48.91856845234767,0.94,2.78,,,
2007-04-11,13.49,17.74,19.32,,127.03,58.7,82.67,45.33572974885926,0.93,2.75,,,
2007-04-12,12.71,17.42,18.48,,126.92,57.9,82.37,49.63048805850609,0.93,2.75,,,
2007-04-13,12.2,16.84,17.49,,128.62,57.8,82.13,52.356668656704365,0.93,2.71,,,-1.02
2007-04-16,11.98,16.44,16.32,,125.49,58.7,82.07,56.20520793134017,0.93,2.7,,,
2007-04-17,12.14,16.08,16.39,,130.62,59.3,81.83,54.7993964915096,0.94,2.72,,,
2007-04-18,12.42,16.29,16.81,,130.35,59.2,81.74,53.66262335649352,0.94,2.73,,,
2007-04-19,12.54,16.3,17.61,,126.11,59.4,81.64,51.44719828599325,0.94,2.71,,,
2007-04-20,12.07,15.71,17.15,,128.37,59.1,81.64,56.140262778070046,0.93,2.68,,,-1.04
2007-04-23,13.04,16.38,17.57,,123.55,57.8,81.74,51.762498057304704,0.93,2.68,,,
2007-04-24,13.12,16.37,17.7,,124.17,58.8,81.55,50.319875961229926,0.93,2.7,,,
2007-04-25,13.21,16.36,17.71,,122.68,57.8,81.43,53.471598425846345,0.93,2.67,,,
2007-04-26,12.79,15.97,16.94,,123.25,58.7,81.75,56.90448458769713,0.93,2.63,,,
2007-04-27,12.45,15.46,16.86,,124.73,57.8,81.53,57.24517016331012,0.93,2.63,,,-1.01
2007-04-30,14.22,17.26,19.64,,123.37,59.8,81.45,44.902062285603854,0.94,2.74,,,
2007-05-01,13.51,16.94,19.11,,125.45,58.9,81.6,48.93848751961702,0.94,2.74,,,
2007-05-02,13.08,16.7,18.43,,123.14,61.1,81.74,56.291717755681674,0.94,2.72,,,
2007-05-03,13.09,16.6,18.49,,123.03,60.8,81.95,56.633590056618665,0.94,2.67,,,
2007-05-04,12.91,16.59,18.33,,123.11,57.1,81.74,57.31516917658419,0.94,2.7,,,-0.92
2007-05-07,13.15,16.98,18.69,,123.3,54.5,81.68,55.32930173656164,0.94,2.69,,,
2007-05-08,13.21,17.06,19.14,,120.74,54.3,81.94,55.35415574376658,0.94,2.69,,,
2007-05-09,12.88,16.29,18.86,,121.24,53.3,82.02,59.608563513324754,0.94,2.64,,,
2007-05-10,13.6,17.38,20.26,,119.5,52.8,82.29,52.25732997759332,0.94,2.65,,27.09,
2007-05-11,12.95,16.09,18.71,,121.66,52.4,82.12,57.7238802809435,0.93,2.63,,26.41,-0.97
2007-05-14,13.96,16.83,20.17,,119.78,52.5,82.07,54.215355420556286,0.93,2.61,,27.23,
2007-05-15,14.01,17.09,20.22,,121.17,51.2,81.75,51.31826063057172,0.93,2.57,,27.89,
2007-05-16,13.5,16.31,19.38,,123.4,51.6,82.16,53.67423254872602,0.93,2.58,,27.07,
2007-05-17,13.51,16.75,19.77,,123.34,52.7,82.32,53.61725304064715,0.93,2.55,,24.86,
2007-05-18,12.76,15.91,18.97,,126.75,56.7,82.2,58.24509833990309,0.92,2.51,,24.71,-0.93
2007-05-21,13.3,16.03,18.05,,126.22,55.4,82.36,59.217383175981205,0.93,2.5,,24.67,
2007-05-22,13.06,16.07,17.46,,124.74,54.6,82.39,59.06882173541827,0.92,2.46,,26.03,
2007-05-23,13.24,16.93,17.96,,123.17,56.0,82.31,56.93358612663951,0.92,2.44,,26.35,
2007-05-24,14.08,18.02,19.43,,121.71,56.5,82.41,50.36520390549674,0.92,2.45,,26.63,
2007-05-25,13.34,17.07,18.32,,124.0,56.9,82.33,53.940393952549336,0.92,2.45,,25.81,-0.97
2007-05-28,,,,,,,,,,,,,
2007-05-29,13.53,17.57,18.17,,124.05,56.5,82.31,53.42337987907794,0.92,2.42,,27.83,
2007-05-30,12.83,16.84,18.03,,124.69,57.6,82.43,57.94633184443468,0.93,2.44,,28.61,
2007-05-31,13.05,16.86,18.4,,123.84,58.9,82.3,56.8296663691601,0.94,2.46,,28.44,
2007-06-01,12.78,16.58,18.51,,124.23,58.0,82.32,58.76603885591625,0.94,2.41,,27.39,-0.92
2007-06-04,13.29,16.59,18.73,,122.26,54.7,82.06,56.479512680789895,0.94,2.44,,27.36,
2007-06-05,13.63,16.44,18.86,,122.93,55.3,81.89,55.770301586690415,0.94,2.41,,26.7,
2007-06-06,14.87,17.2,19.68,,119.29,58.9,81.9,48.69072315394426,0.94,2.48,,25.94,
2007-06-07,17.06,19.3,21.64,,117.52,70.8,82.29,37.341925652810225,0.95,2.48,,26.11,
2007-06-08,14.84,17.12,19.75,,122.08,79.1,82.69,50.66533285984333,0.96,2.51,,26.51,-0.8
2007-06-11,14.71,16.29,18.69,,119.71,69.5,82.71,50.19394507104362,0.96,2.5,,25.99,
2007-06-12,16.67,17.7,20.47,,119.51,85.2,82.89,43.73777095859116,0.96,2.49,,25.81,
2007-06-13,14.73,15.81,18.48,,121.59,84.6,83.04,53.286153008308304,0.96,2.53,,26.07,
2007-06-14,13.64,15.43,17.92,,122.42,78.3,83.13,57.442799929963385,0.95,2.49,,26.35,
2007-06-15,13.94,15.94,18.35,,121.63,70.6,82.85,57.1517374918507,0.95,2.51,,26.41,-0.72
2007-06-18,13.42,15.86,18.45,,120.46,68.1,82.71,56.95823389079026,0.95,2.52,,27.15,
2007-06-19,12.85,15.53,18.1,,123.38,68.4,82.54,60.38053448678407,0.95,2.6,,26.72,
2007-06-20,14.67,16.68,19.73,,117.56,71.4,82.52,52.734046604157676,0.95,2.59,,27.14,
2007-06-21,14.21,16.21,19.66,,117.97,76.3,82.73,54.80137052598588,0.96,2.66,,28.0,
2007-06-22,15.75,17.29,21.16,,116.52,76.3,82.34,48.51360176118891,0.97,2.69,,28.16,-0.69
2007-06-25,16.65,18.07,21.87,,116.87,79.0,82.32,43.689942823809886,0.97,2.8,,28.01,
2007-06-26,18.89,19.59,22.92,,116.03,77.2,82.29,33.93473457404824,0.98,2.79,,27.79,
2007-06-27,15.53,17.36,21.6,,118.01,79.4,82.32,45.88856543765247,0.98,2.88,,28.06,
2007-06-28,15.54,16.91,21.44,,117.47,75.5,82.33,46.64661111991052,0.99,2.83,,27.95,
2007-06-29,16.23,17.86,22.56,,115.72,77.5,81.92,43.13374776765233,1.0,2.98,,27.44,-0.56
2007-07-02,15.4,17.0,21.26,,119.68,76.0,81.39,47.894703067141656,1.01,3.03,,27.52,
2007-07-03,14.92,16.7,20.68,,119.87,73.5,81.43,51.290802150519646,1.0,2.99,,27.45,
2007-07-04,,,,,,,,,1.0,2.99,,,
2007-07-05,15.48,17.09,20.9,,120.59,76.5,81.54,52.31167891238657,1.0,2.92,,27.33,
2007-07-06,14.72,16.52,19.9,,120.85,74.4,81.46,58.68292230721538,1.0,2.9,,27.4,-0.78
2007-07-09,15.16,17.08,20.27,,120.63,74.4,81.43,54.89436725544122,1.0,2.93,,28.25,
2007-07-10,17.57,18.61,22.19,,117.48,78.1,80.86,39.78493846255022,1.01,3.12,,27.37,
2007-07-11,16.64,17.54,21.45,,121.69,77.0,80.73,45.50113341991138,1.02,3.16,,27.69,
2007-07-12,15.54,17.25,20.23,,119.99,75.5,80.64,52.34787002675541,1.02,3.08,,27.35,
2007-07-13,15.15,16.44,19.72,,119.59,73.1,80.58,53.61823516641899,1.02,3.06,,27.06,-0.69
2007-07-16,15.59,16.55,20.65,,117.88,71.1,80.52,51.140481927836234,1.03,3.07,,28.0,
2007-07-17,15.63,16.95,20.65,,117.99,69.8,80.54,52.17977200901159,1.03,3.05,,27.46,
2007-07-18,16.0,16.77,20.65,,120.35,71.4,80.42,47.99180961051784,1.04,3.2,,27.91,
2007-07-19,15.23,16.55,20.68,,119.24,68.9,80.42,52.25081038106329,1.05,3.2,,27.4,
2007-07-20,16.95,17.49,22.63,,117.4,72.2,80.29,42.326775435363466,1.08,3.37,,26.69,-0.68
2007-07-23,16.81,17.85,23.0,,118.84,75.3,80.35,43.897419320155606,1.09,3.44,,27.09,
2007-07-24,18.55,19.31,25.34,,116.13,76.7,80.08,32.49521943650789,1.1,3.61,,27.42,
2007-07-25,18.1,18.92,24.72,,116.39,78.4,80.65,32.741055298319104,1.12,3.71,,26.84,
2007-07-26,20.74,19.5,26.85,,116.27,93.5,80.45,18.53352725949292,1.25,4.13,,27.79,
2007-07-27,24.17,23.18,30.55,,113.23,92.6,80.95,9.767987176208864,1.28,4.28,,27.25,-0.15
2007-07-30,20.87,20.76,27.69,,115.42,97.9,80.85,18.44704593691348,1.28,4.24,,30.16,
2007-07-31,23.52,23.55,29.03,,115.53,96.4,80.77,11.274166726750284,1.29,4.19,,30.69,
2007-08-01,23.67,23.78,29.68,,119.94,94.3,80.87,10.6588715963639,1.29,4.28,,29.73,
2007-08-02,21.22,21.24,27.27,,119.05,92.0,80.71,19.19240577949331,1.29,4.18,,29.68,
2007-08-03,25.16,24.42,31.1,,117.3,95.4,80.18,7.007226782561183,1.3,4.24,,29.32,-0.01
2007-08-06,22.94,22.43,29.14,,118.81,97.5,80.25,13.293948118451933,1.32,4.28,,32.49,
2007-08-07,21.56,21.08,28.13,,116.92,86.9,80.48,21.011175212572642,1.32,4.2,,29.48,
2007-08-08,21.45,20.97,28.45,,120.92,92.9,80.34,26.43557863009402,1.3,3.93,,27.07,
2007-08-09,26.48,26.23,33.37,,115.3,118.5,80.74,13.13923575892141,1.3,4.04,,29.73,
2007-08-10,28.3,26.84,33.37,,116.04,116.4,80.68,12.669291401532545,1.32,4.12,,30.87,0.14
2007-08-13,26.57,24.57,33.66,,119.5,111.7,81.05,14.259022506280091,1.32,4.08,,30.82,
2007-08-14,27.68,24.97,35.07,,115.01,106.8,81.49,9.424918102403593,1.34,4.16,,30.23,
2007-08-15,30.67,27.97,37.14,,118.3,102.7,81.82,9.120327214520886,1.37,4.27,,31.14,
2007-08-16,30.83,29.03,35.34,,116.58,109.8,81.73,11.06917061985211,1.44,4.59,,37.02,
2007-08-17,29.99,27.04,34.35,,126.7,106.9,81.43,17.160794227682455,1.45,4.48,,35.46,1.22
2007-08-20,26.33,25.2,32.5,,117.87,109.5,81.4,16.778649818944853,1.46,4.5,,34.16,
2007-08-21,25.25,23.67,30.5,,117.76,114.4,81.49,20.066197480129475,1.47,4.53,,34.33,
2007-08-22,22.89,22.0,28.28,,120.53,112.6,81.25,27.121250201594627,1.47,4.42,,31.93,
2007-08-23,22.62,22.03,28.14,,121.35,111.4,81.14,29.231162061662758,1.45,4.34,,29.85,
2007-08-24,20.72,20.69,25.91,,122.79,104.4,80.67,36.42967820253812,1.44,4.29,,28.67,1.29
2007-08-27,22.72,22.63,28.31,,121.53,103.9,80.74,30.895687837511073,1.44,4.3,,28.98,
2007-08-28,26.3,25.9,31.42,,118.95,106.6,80.76,20.303067868963346,1.46,4.44,,28.81,
2007-08-29,23.81,23.61,29.51,,121.02,107.5,80.7,30.41676378656976,1.46,4.43,,28.88,
2007-08-30,25.06,25.38,30.84,,120.1,110.3,80.79,26.93863560537618,1.48,4.48,,28.99,
2007-08-31,23.38,24.53,29.83,,117.26,111.0,80.79,34.2594307212142,1.45,4.55,,28.86,1.0
2007-09-03,,,,,,,,,1.45,4.55,,,
2007-09-04,22.78,24.51,29.92,,119.62,110.24,80.88,36.05264943735925,1.47,4.53,,29.49,
2007-09-05,24.58,27.15,32.27,,118.07,113.5,80.62,29.28637269755878,1.48,4.6,,30.29,
2007-09-06,23.99,26.64,32.27,,117.34,110.5,80.47,30.419181746794436,1.5,4.56,,31.11,
2007-09-07,26.23,29.22,34.33,,116.72,116.9,79.96,23.536333947726217,1.54,4.73,,31.39,1.47
2007-09-10,27.38,29.94,35.48,,115.42,120.4,79.82,22.438000567009414,1.56,4.79,,30.82,
2007-09-11,25.27,27.52,33.12,,116.45,123.5,79.7,28.886669886518405,1.57,4.74,,31.3,
2007-09-12,24.96,28.02,33.48,,116.62,124.5,79.36,31.74808189684861,1.58,4.69,,30.25,
2007-09-13,24.76,27.44,33.23,,117.36,122.1,79.51,35.96942239671156,1.58,4.57,,30.37,
2007-09-14,24.92,26.96,32.24,,117.96,123.4,79.62,36.64179883706143,1.58,4.58,,29.37,1.57
2007-09-17,26.48,28.74,34.07,,117.87,121.6,79.72,32.40405934670645,1.58,4.52,,29.72,
2007-09-18,20.35,23.28,27.19,,116.4,114.4,79.21,47.55723402093868,1.58,4.46,,29.77,
2007-09-19,20.03,22.51,25.24,,120.85,106.25,79.3,53.11459755921184,1.56,4.3,,28.93,
2007-09-20,20.45,21.97,25.75,,119.87,118.8,78.58,47.24927376599844,1.53,4.21,,30.57,
2007-09-21,19.0,20.71,24.76,,121.15,103.2,78.6,48.65681995535263,1.51,4.16,,30.3,0.71
2007-09-24,19.37,20.83,25.09,,122.82,102.8,78.53,46.6424502443269,1.5,4.1,,29.19,
2007-09-25,18.6,20.8,24.77,,118.58,106.5,78.31,47.17252052690705,1.5,4.17,,28.79,
2007-09-26,17.63,20.59,23.75,,118.57,104.9,78.49,50.26411273728784,1.49,4.14,,28.4,
2007-09-27,17.0,20.59,23.16,,118.0,103.3,78.34,48.723801196009504,1.49,4.15,,27.77,
2007-09-28,18.0,21.01,24.64,,119.97,103.7,77.72,47.510382228742856,1.49,4.2,,29.32,0.7
2007-10-01,17.84,21.09,24.07,,120.83,104.9,77.9,51.284371753686905,1.49,4.19,,30.53,
2007-10-02,18.49,21.26,24.93,,121.78,103.6,78.3,49.909952440197145,1.49,4.2,,30.74,
2007-10-03,18.8,21.55,25.12,,121.79,101.8,78.57,49.08353278398754,1.48,4.16,,30.62,
2007-10-04,18.44,21.46,25.2,,120.21,102.0,78.48,48.33460870007292,1.47,4.15,,30.12,
2007-10-05,16.91,19.77,23.09,,119.73,98.1,78.31,56.215450472970964,1.45,4.02,,29.57,0.63
2007-10-08,17.46,20.25,24.42,,118.48,,78.67,54.448938976309336,1.45,4.02,,31.07,
2007-10-09,16.12,19.42,23.4,,119.13,91.4,78.53,57.2933597169092,1.44,3.95,,30.59,
2007-10-10,16.67,19.73,23.49,,118.64,86.6,78.38,55.01122722932572,1.42,3.91,,30.24,
2007-10-11,18.88,22.42,25.48,,117.44,82.4,78.08,49.998894609439404,1.4,3.86,,29.2,
2007-10-12,17.73,21.2,23.95,,119.54,79.6,78.22,53.9119155719016,1.4,3.83,,28.61,0.36
2007-10-15,19.25,23.46,25.55,,117.45,79.3,78.09,49.535965106789945,1.39,3.81,,28.4,
2007-10-16,20.02,23.56,26.73,,116.64,82.8,78.25,44.4609203618403,1.4,3.91,,29.8,
2007-10-17,18.54,22.02,25.45,,118.48,93.5,78.12,43.4808080230321,1.42,4.07,,31.66,
2007-10-18,18.5,22.14,25.22,,117.28,92.3,77.59,42.45751939474053,1.43,4.2,,32.04,
2007-10-19,22.96,25.94,31.28,,114.99,95.8,77.41,28.883143407941606,1.45,4.36,,32.39,0.73
2007-10-22,21.64,25.26,28.8,,115.7,97.4,78.06,30.463113544095425,1.47,4.39,,32.27,
2007-10-23,20.41,24.13,27.56,,116.42,96.3,77.59,35.879689404902436,1.46,4.34,,32.15,
2007-10-24,20.8,24.8,27.97,,116.48,104.9,77.55,33.33586050818371,1.48,4.42,,31.34,
2007-10-25,21.17,25.77,28.11,,115.67,103.8,77.28,32.698087270976814,1.48,4.4,,31.11,
2007-10-26,19.56,25.01,26.33,,116.34,102.04,77.03,37.8426507519516,1.48,4.39,,32.74,0.79
2007-10-29,19.87,25.83,27.03,,115.19,99.1,76.84,37.17316966810105,1.48,4.38,,32.61,
2007-10-30,21.07,26.36,28.66,,114.46,96.34,76.77,34.732718405121496,1.48,4.38,,34.65,
2007-10-31,18.53,23.11,25.93,,116.88,90.18,76.48,42.55231746555143,1.5,4.36,,37.46,
2007-11-01,23.21,26.26,31.23,,114.67,100.25,76.59,29.978145334620123,1.54,4.53,,39.71,
2007-11-02,23.01,24.83,30.1,,116.52,103.64,76.34,30.577699002372306,1.57,4.65,,39.99,0.47
2007-11-05,24.31,26.1,31.48,,115.38,102.56,76.43,26.957811173385235,1.6,4.69,,40.14,
2007-11-06,21.39,23.91,28.08,,115.46,98.4,76.04,34.151452524748784,1.62,4.66,,41.2,
2007-11-07,26.49,27.14,31.54,,115.58,107.98,75.41,23.3116472630297,1.66,4.76,,41.37,
2007-11-08,26.16,29.61,30.98,,115.03,112.08,75.46,19.24064101833138,1.69,4.91,,40.84,
2007-11-09,28.5,32.52,32.29,,115.77,112.08,75.4,13.480621183458283,1.72,5.02,,37.06,1.14
2007-11-12,31.09,34.94,33.48,,117.92,,75.9,11.819177298863554,1.72,5.02,,39.65,
2007-11-13,24.1,29.71,30.09,,121.09,102.5,75.88,24.218165147286673,1.74,5.07,,38.69,
2007-11-14,25.94,31.32,31.9,,119.7,95.36,75.81,22.08430010675883,1.74,5.04,,35.8,
2007-11-15,28.06,32.91,34.12,,118.31,102.22,76.07,16.915979257360185,1.77,5.25,,34.56,
2007-11-16,25.49,28.79,31.47,,119.3,99.14,75.83,22.494679833445772,1.79,5.37,,32.72,1.17
2007-11-19,26.01,30.11,32.63,,115.61,101.04,75.78,17.230902068930817,1.83,5.61,,31.45,
2007-11-20,24.88,29.89,31.37,,114.1,109.2,75.21,18.42750108925458,1.85,5.71,,33.94,
2007-11-21,26.84,30.55,32.74,,111.49,112.2,75.07,9.963840281143023,1.89,5.87,,34.38,
2007-11-22,,,,,,,,,1.89,5.87,,,
2007-11-23,25.61,30.49,32.48,,111.32,112.1,75.05,14.59980303836208,1.88,5.8,,36.08,1.92
2007-11-26,28.91,33.43,35.36,,109.94,126.9,74.86,5.51279773589879,1.91,5.92,,35.95,
2007-11-27,26.28,30.76,32.29,,109.31,133.4,75.1,12.412141994998843,1.93,5.88,,34.34,
2007-11-28,24.11,28.83,30.52,,111.28,127.4,75.08,24.29924359658683,1.94,5.73,,34.94,
2007-11-29,23.97,28.27,30.4,,110.79,133.6,75.59,23.616002667615334,1.97,5.73,,36.47,
2007-11-30,22.87,28.65,29.61,,111.85,131.5,76.15,28.119036190143266,1.96,5.75,,37.26,2.07
2007-12-03,23.61,29.63,30.96,,111.57,136.11,75.93,27.054378540776646,1.98,5.82,,38.51,
2007-12-04,23.79,28.85,30.46,,110.37,141.7,75.69,25.7686455137693,2.0,5.89,,37.36,
2007-12-05,22.53,26.91,29.37,,112.08,140.4,76.41,29.109633995157445,2.02,5.86,,36.0,
2007-12-06,20.96,24.89,27.68,,112.79,138.5,76.38,38.47404404234947,2.04,5.78,,34.42,
2007-12-07,20.85,23.75,26.85,,112.79,139.96,76.29,41.07368561651898,2.03,5.63,,35.01,1.95
2007-12-10,20.74,24.39,27.0,,113.39,126.89,76.06,43.36443595173191,2.03,5.55,,35.94,
2007-12-11,23.59,26.46,30.13,,111.27,140.6,76.22,33.30769768088356,2.05,5.68,,35.22,
2007-12-12,22.47,25.97,29.55,,113.03,142.8,76.14,35.75636514233387,2.03,5.61,,34.58,
2007-12-13,22.56,25.52,29.43,,111.45,139.2,76.56,36.80147907389999,2.04,5.58,,35.41,
2007-12-14,23.27,25.91,30.09,,111.31,139.38,77.44,36.90120126625888,2.03,5.54,,34.44,1.93
2007-12-17,24.52,27.89,30.44,,109.75,138.73,77.4,30.03611407805324,2.03,5.58,,33.44,
2007-12-18,22.64,26.79,28.63,,110.38,141.5,77.41,33.46000960359767,2.03,5.66,,31.79,
2007-12-19,21.68,24.88,27.57,,111.22,147.83,77.59,33.14875546174237,2.03,5.71,,31.42,
2007-12-20,20.58,23.15,26.07,,111.81,154.7,77.79,38.05942552275915,2.04,5.79,,29.17,
2007-12-21,18.47,20.9,24.31,,115.12,145.5,77.72,42.5648612497421,2.03,5.68,,26.91,1.78
2007-12-24,18.6,21.42,24.06,,115.86,144.0,77.57,46.34878208285196,2.03,5.65,,27.48,
2007-12-25,,,,,,,,,,,,,
2007-12-26,18.66,21.32,24.2,,115.2,141.3,77.15,45.83503981811988,2.03,5.59,,27.46,
2007-12-27,20.26,22.46,26.68,,114.12,140.9,76.61,39.38205695033527,2.03,5.64,,32.07,
2007-12-28,20.74,23.63,27.59,,112.9,144.0,76.22,35.421509602708625,2.03,5.73,,33.48,1.32
2007-12-31,22.5,25.9,29.23,,111.65,145.4,76.7,31.387955267229735,2.03,5.92,,36.35,
2008-01-01,,,,,,,,,,,,,
2008-01-02,23.17,27.14,29.3,,110.61,148.7,75.97,25.496055992454625,2.05,6.1,,37.23,
2008-01-03,22.49,26.59,29.46,,111.38,145.6,75.89,26.961415411190462,2.06,6.17,,36.47,
2008-01-04,23.94,28.62,30.34,,109.53,138.1,75.79,17.99104853801936,2.09,6.36,,34.5,1.61
2008-01-07,23.79,29.39,29.83,,110.19,130.9,76.17,16.09490311859581,2.11,6.45,,35.18,
2008-01-08,25.43,30.77,31.29,,109.17,124.0,76.11,11.64988629775163,2.12,6.51,,34.61,
2008-01-09,24.12,28.18,29.68,,110.76,128.0,76.42,14.203300702365192,2.17,6.73,,33.93,
2008-01-10,23.45,27.78,28.97,,110.25,125.3,75.93,20.175640724283905,2.17,6.63,,33.48,
2008-01-11,23.68,28.82,29.91,,108.79,130.9,75.98,16.837022161228525,2.17,6.68,,32.12,1.29
2008-01-14,22.9,28.08,29.79,,111.38,130.56,75.61,19.78696900068843,2.16,6.66,,32.73,
2008-01-15,23.34,27.48,30.02,,108.15,131.9,75.57,16.4278963028609,2.18,6.74,,33.6,
2008-01-16,24.38,28.87,30.11,,108.49,133.0,76.26,15.794134670718528,2.19,6.83,,33.56,
