date,vix,vxn,rvx,vxeem,skew,move,dxy,cnn_fear_greed,ig_oas,hy_oas,gvz,ovx,stlfsi
2021-06-02,17.48,22.01,24.54,19.75,149.04,55.21,89.9,62.560077609060116,0.9,3.31,15.65,32.77,
2021-06-03,18.04,23.25,25.45,20.37,148.59,53.96,90.5,60.11982994273906,0.9,3.28,15.95,33.89,
2021-06-04,16.42,21.22,22.82,19.24,145.21,49.78,90.14,62.40623827779632,0.91,3.28,15.83,31.76,-0.85
2021-06-07,16.42,21.37,22.59,19.9,147.76,49.55,89.95,61.57379846943633,0.91,3.27,15.57,31.7,
2021-06-08,17.07,21.58,22.62,19.57,151.29,49.93,90.08,62.129152346543194,0.91,3.26,15.59,31.95,
2021-06-09,17.89,22.01,23.98,19.8,150.7,52.84,90.12,61.333378539471965,0.91,3.22,15.43,31.79,
2021-06-10,16.1,19.98,23.15,18.38,150.71,48.26,90.08,65.29964035966681,0.91,3.23,15.5,33.03,
2021-06-11,15.65,19.16,22.26,17.88,154.81,50.85,90.56,65.19908182353772,0.9,3.21,15.21,32.55,-0.79
2021-06-14,16.39,20.06,22.44,18.35,159.28,54.03,90.52,63.62938117178693,0.89,3.17,16.13,33.13,
2021-06-15,17.02,20.93,23.33,18.56,160.64,52.92,90.54,62.29682085986247,0.89,3.17,16.26,31.56,
2021-06-16,18.15,21.46,23.52,21.06,161.35,54.28,91.13,61.628387897663885,0.87,3.12,16.3,33.83,
2021-06-17,17.75,20.35,23.59,18.25,155.97,54.91,91.89,61.74092175336328,0.87,3.15,17.66,36.84,
2021-06-18,20.7,22.43,26.51,19.67,161.01,60.45,92.23,55.51968540931574,0.87,3.18,17.9,33.95,-0.77
2021-06-21,17.89,20.78,24.09,19.26,158.36,61.86,91.86,60.91140283745601,0.87,3.14,16.91,35.01,
2021-06-22,16.66,20.0,22.76,20.39,160.51,58.64,91.73,62.15435687996556,0.88,3.15,16.66,34.28,
2021-06-23,16.32,19.82,22.4,39.15,154.85,55.6,91.8,62.88934408546882,0.88,3.13,16.2,34.68,
2021-06-24,15.97,19.6,21.7,17.65,161.04,54.83,91.82,63.81090608145133,0.87,3.08,15.7,32.05,
2021-06-25,15.62,19.31,21.17,17.37,170.55,55.58,91.81,64.86005273103663,0.86,3.04,15.29,31.3,-0.8
2021-06-28,15.76,19.58,21.89,18.16,162.09,56.33,91.88,64.1059790284032,0.86,3.05,15.36,31.86,
2021-06-29,16.02,20.09,22.45,18.5,163.84,56.8,92.05,63.95149295983435,0.86,3.03,16.19,31.99,
2021-06-30,15.83,20.14,22.29,18.82,161.85,57.27,92.44,63.29104993954063,0.86,3.04,15.97,32.74,
2021-07-01,15.48,20.07,21.88,18.79,155.65,57.52,92.6,65.2517843396706,0.87,3.02,15.8,32.47,
2021-07-02,15.07,19.28,21.57,17.85,157.94,52.41,92.23,66.41380225714106,0.87,3.04,15.28,32.87,-0.84
2021-07-05,,,,,,,,,0.87,3.03,,,
2021-07-06,16.44,21.0,24.28,20.24,153.75,56.55,92.55,64.13497794048139,0.87,3.05,15.45,37.59,
2021-07-07,16.2,21.11,24.84,20.28,152.15,60.65,92.64,63.96067184142032,0.88,3.05,15.21,42.01,
2021-07-08,19.0,23.6,26.9,22.52,152.82,61.68,92.36,59.491217300280674,0.9,3.14,15.82,38.8,
2021-07-09,16.18,21.23,23.67,20.83,155.7,59.92,92.13,64.32543325977007,0.9,3.07,15.27,37.02,-0.71
2021-07-12,16.17,19.68,23.45,19.66,157.93,60.78,92.23,65.82709888491932,0.9,3.05,15.04,38.73,
2021-07-13,17.12,20.87,24.88,18.87,154.4,60.8,92.75,63.27598541610684,0.89,3.04,14.84,35.4,
2021-07-14,16.33,19.99,25.54,18.47,154.31,57.31,92.41,63.33303612680898,0.89,3.1,14.79,38.2,
2021-07-15,17.01,20.11,25.37,18.36,154.15,56.98,92.62,61.62248848179949,0.9,3.14,15.01,38.04,
2021-07-16,18.45,21.06,26.44,19.24,151.94,58.24,92.69,58.0570366790344,0.91,3.18,14.6,37.15,-0.8
2021-07-19,22.5,23.44,30.3,23.8,155.74,67.58,92.89,51.254755036805605,0.93,3.44,15.96,46.36,
2021-07-20,19.73,21.68,26.96,21.24,154.5,69.31,92.97,56.44229970338177,0.94,3.38,15.01,52.26,
2021-07-21,17.91,20.4,25.69,20.65,155.34,65.28,92.75,60.157404981762646,0.93,3.24,15.01,42.91,
2021-07-22,17.69,19.78,26.39,19.72,152.63,64.96,92.82,60.76473830404905,0.93,3.24,14.51,36.44,
2021-07-23,17.2,19.06,25.12,20.63,159.44,65.28,92.91,62.806154026033056,0.92,3.22,14.53,34.05,-0.57
2021-07-26,17.58,20.37,26.05,25.16,153.2,69.03,92.65,62.44742421432372,0.92,3.21,15.2,35.59,
2021-07-27,19.36,22.84,27.45,31.48,151.04,70.07,92.43,57.96996042003061,0.92,3.27,15.51,35.14,
2021-07-28,18.31,20.96,25.96,24.58,152.23,62.4,92.32,59.20925680730472,0.92,3.26,15.61,34.62,
2021-07-29,17.7,20.55,25.0,22.47,149.96,62.08,91.86,61.05223727048921,0.91,3.23,15.21,33.36,
2021-07-30,18.24,20.81,25.79,25.96,153.71,61.19,92.17,57.570803411283656,0.92,3.32,15.09,32.85,-0.76
2021-08-02,19.46,21.49,27.54,23.42,153.3,64.29,92.05,55.27373341126986,0.93,3.36,15.23,36.23,
2021-08-03,18.04,20.52,26.24,22.39,152.56,65.42,92.08,58.14184185144967,0.93,3.42,15.09,37.55,
2021-08-04,17.97,20.68,26.65,22.52,151.4,62.67,92.27,56.65278968502752,0.93,3.42,14.88,42.27,
2021-08-05,17.28,20.19,25.67,20.66,148.27,63.57,92.24,59.83093480749318,0.93,3.37,14.84,39.09,
2021-08-06,16.15,19.61,24.6,26.62,,62.64,92.8,60.3442337835529,0.93,3.32,15.9,39.31,-0.67
2021-08-09,16.72,19.69,25.55,19.63,148.27,65.72,92.95,59.324148940935906,0.93,3.34,17.26,43.28,
2021-08-10,16.79,20.38,25.59,30.01,,66.55,93.06,59.27834168165194,0.93,3.32,16.93,39.28,
2021-08-11,16.06,20.45,25.0,18.93,154.32,60.66,92.91,59.79313559831283,0.93,3.37,15.85,38.32,
2021-08-12,15.59,19.4,24.18,19.32,157.18,57.39,93.04,61.286091912317836,0.93,3.34,15.67,36.5,
2021-08-13,15.45,18.52,23.82,18.78,159.66,55.45,92.52,61.289232693135546,0.93,3.36,15.15,35.91,-0.86
2021-08-16,16.12,19.05,24.38,19.16,152.54,59.4,92.63,61.70375332732721,0.93,3.38,15.62,38.84,
2021-08-17,17.91,21.17,26.75,21.46,149.05,60.28,93.13,55.76302736291667,0.93,3.37,16.1,39.5,
2021-08-18,21.57,24.35,28.22,21.81,148.54,58.05,93.14,50.21260866945689,0.94,3.35,15.8,40.86,
2021-08-19,21.67,23.52,29.37,24.71,151.19,59.38,93.57,49.37707724017703,0.95,3.42,15.91,40.98,
2021-08-20,18.56,20.97,26.5,23.96,153.51,59.95,93.5,53.168322600589164,0.95,3.37,15.34,40.67,-0.62
2021-08-23,17.15,19.8,24.54,23.14,159.02,62.23,92.96,56.93868026518635,0.95,3.34,15.84,38.67,
2021-08-24,17.22,19.86,24.72,21.64,157.13,63.03,92.89,58.71719088002419,0.94,3.26,15.45,36.79,
2021-08-25,16.79,19.6,24.27,20.75,159.51,64.51,92.83,60.10417562858941,0.93,3.22,15.9,35.6,
2021-08-26,18.84,21.37,25.72,22.2,157.25,63.41,93.06,56.12108643652887,0.93,3.2,16.44,36.33,
2021-08-27,16.39,18.54,23.65,19.8,162.43,57.98,92.69,60.70889141911792,0.92,3.17,15.27,34.93,-0.77
2021-08-30,16.19,19.08,24.06,19.92,157.99,60.14,92.65,61.63113846026803,0.92,3.16,15.52,35.27,
2021-08-31,16.48,19.48,23.92,19.61,155.91,59.54,92.63,60.347918720726675,0.92,3.21,15.47,34.28,
2021-09-01,16.11,19.84,23.81,19.57,154.75,58.09,92.45,60.31941275213786,0.92,3.19,15.12,36.13,
2021-09-02,16.41,20.03,23.68,19.97,156.98,55.8,92.23,59.64221634490441,0.92,3.16,14.76,31.35,
2021-09-03,16.41,19.75,23.61,19.34,162.27,53.26,92.04,59.825767696256385,0.92,3.14,14.95,36.91,-0.76
2021-09-06,,,,,,,,,0.92,3.13,,,
2021-09-07,18.14,20.96,25.26,20.19,,57.05,92.52,58.56574975578812,0.92,3.16,15.36,32.91,
2021-09-08,17.96,20.81,25.83,20.93,153.39,57.02,92.65,57.29270699737181,0.92,3.16,15.14,31.91,
2021-09-09,18.8,21.45,26.31,21.21,149.97,52.61,92.48,54.606402655287596,0.92,3.15,15.1,33.87,
2021-09-10,20.95,22.75,28.29,21.8,151.16,51.73,92.58,50.661892608329346,0.91,3.11,15.15,33.54,-0.71
2021-09-13,19.37,21.6,27.38,21.69,148.5,53.1,92.62,52.14951042024241,0.9,3.09,15.09,32.74,
2021-09-14,19.46,21.68,28.03,22.37,146.73,51.73,92.65,49.87262797938155,0.9,3.11,15.02,33.63,
2021-09-15,18.18,20.12,25.99,21.11,154.33,53.93,92.49,54.173389515158284,0.9,3.08,15.14,32.38,
2021-09-16,18.69,20.17,25.28,21.85,152.88,53.7,92.86,54.95621992546759,0.9,3.06,15.92,33.16,
2021-09-17,20.81,22.27,26.43,22.46,149.52,56.06,93.2,50.45867374636185,0.9,3.04,15.92,32.32,-0.68
2021-09-20,25.71,27.23,30.88,28.85,141.57,59.58,93.24,39.7235310956087,0.91,3.23,16.85,35.23,
2021-09-21,24.36,26.42,29.99,28.16,139.98,59.2,93.2,40.1831423444047,0.91,3.17,16.46,34.45,
2021-09-22,20.87,22.97,27.27,25.85,144.12,55.92,93.46,45.502616825365216,0.9,3.09,16.41,32.43,
2021-09-23,18.63,21.22,25.18,24.21,146.87,56.79,93.1,51.50982779701349,0.89,3.03,16.82,32.3,
2021-09-24,17.75,20.93,24.61,23.93,145.67,58.46,93.33,53.27093897695084,0.87,3.05,16.44,34.01,-0.54
2021-09-27,18.76,21.83,24.73,23.85,144.66,60.5,93.38,51.28167092236717,0.86,3.06,16.2,34.98,
2021-09-28,23.25,27.35,28.2,28.1,140.08,62.71,93.77,42.1601695292665,0.87,3.13,16.78,36.1,
2021-09-29,22.56,26.71,27.75,27.6,137.99,61.21,94.34,42.66546472700633,0.87,3.09,17.39,35.26,
2021-09-30,23.14,26.65,28.89,28.89,135.55,61.07,94.25,41.089755973082426,0.89,3.15,17.16,38.68,
2021-10-01,21.15,24.84,26.83,25.73,135.05,57.38,94.04,43.61106192430865,0.89,3.2,16.32,37.38,-0.63
2021-10-04,22.96,27.72,28.53,28.83,130.87,60.61,93.81,39.34905385342735,0.89,3.21,16.77,37.27,
2021-10-05,21.3,25.45,26.65,25.61,131.68,62.83,93.98,43.31772507343221,0.89,3.17,16.56,37.2,
2021-10-06,21.0,24.87,26.39,26.26,131.51,60.65,94.27,44.02499056197022,0.9,3.29,16.58,41.02,
2021-10-07,19.54,23.22,24.34,23.66,133.32,60.91,94.22,49.35018201357731,0.9,3.19,16.29,46.15,
2021-10-08,18.77,23.16,24.01,22.91,,59.65,94.07,50.20226138744892,0.9,3.2,15.67,38.0,-0.64
2021-10-11,20.0,23.49,23.85,22.4,134.7,,94.32,47.22222065446466,0.9,3.2,15.56,38.51,
2021-10-12,19.85,23.41,23.41,21.81,134.1,62.95,94.52,46.99360282729329,0.91,3.28,15.1,37.1,
2021-10-13,18.64,21.23,22.6,20.42,135.77,60.84,94.08,48.74266022228685,0.91,3.25,15.51,36.05,
2021-10-14,16.86,19.09,20.68,17.98,143.78,59.35,93.96,54.69408450992003,0.9,3.18,15.34,36.98,
2021-10-15,16.3,18.51,21.48,17.31,147.27,62.7,93.94,59.46049294383862,0.89,3.12,15.06,34.05,-0.73
2021-10-18,16.31,18.83,21.27,18.42,143.77,70.77,93.95,62.63374202966002,0.89,3.11,15.53,35.02,
2021-10-19,15.7,18.31,20.87,18.45,141.01,68.25,93.79,65.73035291068803,0.89,3.09,15.32,35.14,
2021-10-20,15.49,18.73,20.5,19.04,141.23,65.47,93.56,65.42251395904789,0.89,3.07,15.27,35.16,
2021-10-21,15.01,18.63,20.34,19.11,140.94,69.42,93.77,66.14165591415146,0.89,3.03,15.15,36.55,
2021-10-22,15.43,19.12,20.48,19.22,139.34,72.04,93.61,63.28504285938022,0.89,3.07,15.74,36.87,-0.9
2021-10-25,15.24,18.8,20.84,19.43,140.94,68.96,93.81,66.76149504097073,0.89,3.11,16.73,36.07,
2021-10-26,15.98,19.38,21.15,19.6,141.3,66.7,93.95,66.96506537490741,0.89,3.09,15.96,35.5,
2021-10-27,16.98,20.12,22.71,20.51,140.6,70.06,93.86,63.81050541876487,0.89,3.11,16.08,37.63,
2021-10-28,16.53,19.75,21.92,20.49,144.73,71.96,93.35,68.55954193177197,0.89,3.08,15.8,37.23,
2021-10-29,16.26,19.64,22.08,20.19,148.09,75.45,94.12,67.70429678110972,0.89,3.15,16.07,37.92,-0.81
2021-11-01,16.41,19.73,23.47,21.51,145.81,78.34,93.88,69.25280626245807,0.9,3.16,16.31,36.74,
2021-11-02,16.03,19.73,23.3,21.65,146.68,71.04,94.09,68.87018824019394,0.91,3.21,16.47,35.56,
2021-11-03,15.1,19.43,23.16,20.98,149.77,71.22,93.86,71.34862626539534,0.91,3.18,16.28,39.44,
2021-11-04,15.44,20.26,22.88,20.62,151.67,64.61,94.35,70.12024515449802,0.9,3.19,15.87,38.56,
2021-11-05,16.48,21.57,23.46,20.45,148.83,66.9,94.32,68.64504421690681,0.9,3.12,16.64,37.84,-0.68
2021-11-08,17.22,21.88,24.15,21.11,149.24,70.97,94.05,68.79243799714114,0.89,3.03,16.66,37.71,
2021-11-09,17.78,22.69,24.63,21.76,144.09,73.02,93.96,65.39186505134387,0.9,3.08,16.76,36.33,
2021-11-10,18.73,23.27,25.33,21.95,144.89,78.31,94.85,62.5638498942367,0.9,3.06,16.8,37.09,
2021-11-11,17.66,22.37,24.34,20.75,144.03,,95.18,62.154203891222394,0.9,3.06,16.95,36.2,
2021-11-12,16.29,21.42,23.41,21.0,144.37,78.61,95.13,64.93709910951131,0.91,3.09,16.85,36.1,-0.79
2021-11-15,16.49,21.71,23.58,21.07,142.38,81.59,95.41,65.0096826746084,0.91,3.1,17.0,36.42,
2021-11-16,16.37,21.28,23.09,20.64,139.56,81.58,95.92,66.97218158383818,0.93,3.12,16.67,34.69,
2021-11-17,17.11,21.56,24.14,20.56,141.96,81.58,95.83,64.80776728334256,0.94,3.17,16.69,33.75,
2021-11-18,17.59,21.39,24.35,21.36,144.8,74.51,95.54,64.92506264025062,0.94,3.19,16.25,37.68,
2021-11-19,17.91,21.75,24.84,21.6,148.44,73.39,96.07,63.16612004838375,0.94,3.24,15.99,37.13,-0.69
2021-11-22,19.17,23.5,25.77,22.11,147.44,79.21,96.5,60.87229219848908,0.94,3.18,16.59,36.61,
2021-11-23,19.38,24.43,26.31,23.32,146.99,80.57,96.49,60.55580486283676,0.96,3.3,16.81,35.1,
2021-11-24,18.58,23.82,25.83,22.3,148.15,83.15,96.84,61.43090752282113,0.96,3.32,16.75,34.79,
2021-11-25,,,,,,,,,0.96,3.32,,,
2021-11-26,28.62,28.45,39.0,28.6,148.27,89.45,96.09,42.05045091364572,1.01,3.62,17.99,65.72,-0.49
2021-11-29,22.96,24.63,32.98,26.56,149.93,89.41,96.34,52.23241156742438,1.02,3.53,17.55,63.34,
2021-11-30,27.19,27.39,36.54,28.82,150.55,84.04,95.99,42.28940979047943,1.03,3.67,17.99,75.23,
2021-12-01,31.12,30.95,41.92,30.1,155.21,82.97,96.05,34.21953774524456,1.03,3.58,18.39,78.18,
2021-12-02,27.95,29.78,38.98,28.01,151.38,82.55,96.13,40.21899362825887,1.04,3.54,18.45,57.27,
2021-12-03,30.67,33.41,40.95,31.61,149.64,79.14,96.12,30.78323055736616,1.03,3.56,17.92,64.55,-0.17
2021-12-06,27.18,30.17,36.18,28.38,151.64,87.89,96.29,38.66785720631316,1.02,3.41,17.44,56.21,
2021-12-07,21.89,25.79,30.54,24.96,151.66,88.14,96.37,51.19347551533147,1.0,3.16,17.02,48.15,
2021-12-08,19.9,24.82,28.89,23.29,151.2,80.29,95.89,55.63421103847335,0.99,3.21,16.48,45.22,
2021-12-09,21.58,26.42,31.21,22.14,149.66,79.54,96.27,50.90766059917847,0.99,3.25,16.7,47.43,
2021-12-10,18.69,23.95,28.8,20.61,147.34,74.36,96.05,55.98299170113176,1.0,3.29,15.35,46.23,-0.71
2021-12-13,20.31,24.04,30.53,21.2,146.07,76.41,96.32,48.71948951332706,1.0,3.33,15.97,45.88,
2021-12-14,21.89,25.31,32.51,22.3,137.76,78.98,96.57,45.38382132033767,1.01,3.35,16.41,54.76,
2021-12-15,19.29,23.42,29.37,24.04,141.75,74.06,96.51,52.175982256599625,1.01,3.33,15.54,56.53,
2021-12-16,20.57,25.24,31.63,22.57,140.29,69.1,96.04,46.69750851929651,1.01,3.32,15.22,49.97,
2021-12-17,21.57,26.55,31.99,21.78,134.94,72.46,96.57,41.97709172368172,1.01,3.36,15.07,48.31,-0.5
2021-12-20,22.87,27.88,33.35,24.82,131.71,77.02,96.55,37.863371738201366,1.03,3.41,15.77,60.24,
2021-12-21,21.01,24.96,31.33,21.84,136.33,79.52,96.49,47.13302151307422,1.02,3.25,15.42,52.31,
2021-12-22,18.63,22.15,28.31,20.07,,76.85,96.08,53.074133512476614,1.01,3.21,14.94,46.0,
2021-12-23,17.96,21.32,26.47,19.18,150.26,77.29,96.02,56.77276663907472,1.0,3.12,14.62,43.71,
2021-12-24,,21.32,,,,,,,,,14.62,43.71,-0.58
2021-12-27,17.68,21.72,25.33,19.24,151.87,80.12,96.09,61.755569590746475,0.99,3.02,15.44,43.58,
2021-12-28,17.54,21.54,24.6,19.7,153.21,77.52,96.2,60.418976158627736,0.98,3.01,15.06,41.23,
2021-12-29,16.95,21.28,23.59,19.65,156.24,78.0,95.93,64.09644819152395,0.97,3.03,15.13,40.24,
2021-12-30,17.33,21.38,23.93,19.62,155.27,77.62,95.97,62.93217057348782,0.97,3.09,14.77,40.2,
2021-12-31,17.22,21.2,23.59,19.32,154.38,77.1,95.67,60.5064449688224,0.98,3.1,14.61,42.62,-0.77
2022-01-03,16.6,21.17,23.41,19.46,151.49,84.08,96.24,67.67347246242825,0.97,3.05,15.34,37.57,
2022-01-04,16.91,22.32,23.29,19.04,150.36,83.11,96.29,64.23735380249265,0.96,3.09,15.33,39.48,
2022-01-05,19.73,25.98,26.6,21.66,143.41,78.68,96.19,51.829906036627236,0.95,3.07,16.21,44.49,
2022-01-06,19.61,25.81,27.59,20.82,140.77,77.73,96.25,51.61456482269783,0.95,3.15,15.87,36.86,
2022-01-07,18.76,25.65,26.73,20.21,139.14,74.69,95.74,51.58238643067756,0.95,3.2,15.04,37.0,-0.7
2022-01-10,19.4,25.83,27.56,20.64,139.24,78.12,95.99,50.017011858888466,0.96,3.24,15.56,37.65,
2022-01-11,18.41,24.28,25.82,18.92,138.09,77.85,95.62,55.17782450482828,0.96,3.18,15.21,34.31,
2022-01-12,17.62,23.44,24.85,20.53,135.73,74.55,95.0,58.43802138439994,0.96,3.06,15.32,34.39,
2022-01-13,20.31,27.05,27.24,23.35,133.13,72.57,94.79,46.32879610273465,0.97,3.1,15.17,37.11,
2022-01-14,19.19,25.72,25.84,23.35,133.85,76.59,95.17,50.77236074546371,0.97,3.09,14.73,41.18,-0.66
2022-01-17,,,,,,,,,0.97,3.09,,,
2022-01-18,22.79,29.36,30.59,24.26,129.72,84.63,95.73,43.64774719716071,0.98,3.12,15.09,42.28,
2022-01-19,23.85,29.02,31.56,24.28,134.73,80.14,95.51,39.590913682090736,0.99,3.11,15.64,42.75,
2022-01-20,25.59,30.61,33.01,26.11,127.58,80.96,95.74,32.61824703510987,1.0,3.1,15.09,41.15,
2022-01-21,28.85,34.06,36.25,27.6,136.18,81.03,95.64,22.117309007509654,1.03,3.29,15.2,42.57,-0.38
2022-01-24,29.9,35.55,36.57,32.44,136.06,83.77,95.92,23.23677259013358,1.05,3.44,16.3,47.84,
2022-01-25,31.16,38.2,38.22,27.69,133.9,84.57,95.95,22.47509647792804,1.05,3.39,16.47,47.63,
2022-01-26,31.96,38.1,37.46,27.78,133.38,85.75,96.49,23.79558700815918,1.03,3.25,16.42,45.67,
2022-01-27,30.49,36.64,37.26,27.44,132.22,85.62,97.26,19.90498204952957,1.07,3.46,17.15,46.9,
2022-01-28,27.66,33.31,35.23,25.51,132.96,85.29,97.27,25.246372969518664,1.09,3.61,17.12,47.74,-0.2
2022-01-31,24.83,30.16,32.94,22.41,131.44,85.14,96.54,34.84680989033981,1.1,3.63,16.7,42.35,
2022-02-01,21.96,28.0,29.82,22.6,133.0,85.22,96.39,40.12423287221388,1.08,3.51,16.5,41.31,
2022-02-02,22.09,29.58,29.89,22.33,,84.85,95.94,40.61521484386949,1.08,3.45,15.66,41.86,
2022-02-03,24.35,31.24,31.78,25.29,132.75,85.74,95.38,33.64689670175929,1.08,3.51,16.01,42.15,
2022-02-04,23.22,30.32,31.2,23.24,,87.68,95.48,40.01449504550375,1.09,3.56,15.53,43.88,-0.51
2022-02-07,22.86,30.02,30.34,23.05,,87.44,95.4,39.36455275953242,1.1,3.6,16.15,43.34,
2022-02-08,21.44,28.33,28.66,20.77,127.72,82.72,95.64,44.558363449646535,1.1,3.55,15.86,41.26,
2022-02-09,19.96,26.87,27.88,19.94,129.78,81.76,95.49,49.5943310496629,1.09,3.46,15.63,39.4,
2022-02-10,23.91,30.07,31.25,21.79,128.11,88.52,95.55,41.735956289838946,1.08,3.44,15.92,43.81,
2022-02-11,27.36,34.16,34.59,25.77,126.81,94.03,96.08,29.82573717082176,1.1,3.66,17.81,47.44,-0.59
2022-02-14,28.33,34.07,35.48,26.01,128.12,102.28,96.37,31.490170050528768,1.11,3.74,18.95,48.83,
2022-02-15,25.7,31.16,31.99,24.59,129.76,94.0,95.99,42.56068902599042,1.11,3.67,17.7,48.36,
2022-02-16,24.29,29.45,30.68,23.34,132.75,92.74,95.7,45.9101926366633,1.14,3.68,18.07,49.38,
2022-02-17,28.11,33.21,33.52,25.15,131.31,96.17,95.8,34.52635442582404,1.18,3.74,19.79,53.14,
2022-02-18,27.75,33.05,33.71,26.78,128.36,94.36,96.04,34.004562529208016,1.2,3.78,18.54,52.01,-0.17
2022-02-21,,,,,,,,,1.2,3.78,,,
2022-02-22,28.81,33.13,35.08,28.46,128.33,95.54,96.03,30.181230921255818,1.23,3.75,17.93,50.11,
2022-02-23,31.02,35.27,36.43,31.19,126.88,95.15,96.19,27.89886333193945,1.24,3.72,17.69,50.51,
2022-02-24,30.32,34.02,35.25,35.51,130.48,100.75,97.14,32.96924260175422,1.32,3.93,18.12,49.04,
2022-02-25,27.59,31.19,33.2,28.17,132.51,93.34,96.62,40.58087286095957,1.27,3.62,18.4,49.5,-0.01
2022-02-28,30.15,32.72,34.71,33.44,137.36,100.4,96.71,33.636523321190104,1.3,3.77,20.97,52.5,
2022-03-01,33.32,35.22,37.14,35.93,134.42,118.26,97.41,25.399147873971778,1.33,3.89,22.7,61.43,
2022-03-02,30.74,33.05,34.76,32.59,136.11,110.28,97.39,36.182409651770485,1.33,3.71,21.85,61.53,
2022-03-03,30.48,33.34,35.03,36.33,133.28,115.18,97.79,31.64860808526205,1.33,3.71,22.94,64.37,
2022-03-04,31.98,34.89,36.92,39.92,,131.82,98.65,27.223734310257353,1.38,3.9,26.29,77.29,0.29
2022-03-07,36.45,38.73,41.02,40.44,136.69,140.03,99.29,20.673353441052505,1.43,4.01,29.67,78.91,
2022-03-08,35.13,38.02,40.17,43.99,135.25,133.37,99.06,22.138833238801,1.49,4.03,31.7,75.82,
2022-03-09,32.45,35.34,36.92,35.16,134.12,110.9,97.97,30.479209771473528,1.47,3.94,28.01,73.25,
2022-03-10,30.23,34.23,35.76,35.04,130.94,105.31,98.51,32.8370910728638,1.48,4.0,26.08,67.34,
2022-03-11,30.75,34.85,36.04,37.08,130.7,99.03,99.12,29.630533048726857,1.5,4.05,24.73,68.01,0.15
2022-03-14,31.77,36.55,37.97,41.66,131.81,105.08,99.06,29.788948680213753,1.51,4.16,24.08,65.42,
2022-03-15,29.83,34.65,36.19,40.02,130.66,101.03,99.07,36.736099868909925,1.52,4.21,23.8,63.62,
2022-03-16,26.67,30.81,32.97,34.22,132.0,100.57,98.38,44.84877799091807,1.46,3.96,22.51,59.35,
2022-03-17,25.67,29.51,31.09,33.24,134.93,91.76,98.01,48.65471895472155,1.39,3.81,22.23,67.78,
2022-03-18,23.87,27.76,29.77,30.07,136.64,91.77,98.23,53.970014240487366,1.37,3.81,22.0,69.09,-0.31
2022-03-21,23.53,28.66,29.99,29.58,135.73,101.94,98.5,55.29961566884885,1.33,3.67,21.89,70.78,
2022-03-22,22.94,27.71,28.55,27.91,139.72,105.38,98.49,59.6947168856427,1.31,3.7,20.58,69.56,
2022-03-23,23.57,28.84,28.91,27.92,136.71,105.72,98.62,56.85738394052382,1.31,3.72,23.41,72.59,
2022-03-24,21.67,27.89,27.16,27.02,138.39,113.14,98.79,60.02630363102006,1.32,3.67,24.07,69.14,
2022-03-25,20.81,27.34,26.77,26.2,140.26,125.27,98.81,59.43246432897752,1.29,3.51,24.68,68.91,-0.61
2022-03-28,19.63,26.53,26.13,45.31,138.87,129.28,99.09,62.36772320944753,1.29,3.54,23.2,67.04,
2022-03-29,18.9,25.87,25.65,23.81,140.0,117.92,98.4,66.47535837181283,1.26,3.38,21.28,62.46,
2022-03-30,19.33,26.4,26.75,23.9,139.28,112.98,97.79,62.3564613903308,1.25,3.33,21.08,61.04,
2022-03-31,20.56,26.99,26.97,24.5,140.73,106.88,98.31,58.04712436422556,1.22,3.43,20.25,57.66,
2022-04-01,19.63,25.91,25.97,22.04,145.51,108.34,98.63,58.9553694201317,1.2,3.4,19.08,54.36,-0.48
2022-04-04,18.57,24.93,24.96,21.63,146.48,108.37,98.99,65.50614265863392,1.18,3.33,19.22,54.31,
2022-04-05,21.03,27.4,26.85,23.47,141.33,116.37,99.47,61.74819915952571,1.15,3.27,18.47,53.8,
2022-04-06,22.1,28.91,27.98,24.69,144.27,123.92,99.6,55.511167162842426,1.18,3.48,18.88,53.15,
2022-04-07,21.55,28.48,27.32,25.48,139.55,122.67,99.75,57.11961610264541,1.18,3.54,18.43,54.23,
2022-04-08,21.16,28.06,27.19,24.08,141.51,124.86,99.8,57.80933801943303,1.2,3.57,18.37,53.14,-0.37
2022-04-11,24.37,30.75,28.95,24.33,137.91,129.87,99.93,53.060068193124785,1.22,3.73,19.25,54.81,
2022-04-12,24.26,30.38,28.67,23.53,137.62,117.79,100.29,52.04601333407336,1.25,3.75,19.37,55.25,
2022-04-13,21.82,26.85,26.1,28.1,139.86,116.33,99.88,55.667150583844,1.28,3.77,18.7,51.2,
2022-04-14,22.7,28.86,27.26,23.03,134.39,119.66,100.32,51.52974953273191,1.26,3.68,17.71,53.38,
2022-04-15,,,,,,,,,,,,,-0.28
2022-04-18,22.17,29.53,28.38,25.29,130.94,122.32,100.78,51.32678657899977,1.27,3.64,19.07,50.94,
2022-04-19,21.37,29.1,27.55,23.24,,122.74,100.96,54.46054762939173,1.28,3.58,18.19,50.34,
2022-04-20,20.32,28.47,26.34,22.93,134.18,125.12,100.39,53.592319364277074,1.29,3.56,18.15,52.23,
2022-04-21,22.68,31.37,28.8,26.95,132.72,130.69,100.58,49.86276108477687,1.3,3.5,18.22,49.86,
2022-04-22,28.21,35.39,33.56,29.45,136.22,128.12,101.22,39.65590132183662,1.33,3.65,18.97,51.15,-0.39
