date,vix,vxn,gvz,ovx,stlfsi,hy_oas,ig_oas,move
2016-08-18,-1.17,-1.11,-1.52,-1.29,,-1.92,-2.32,-1.17
2016-08-19,-1.18,-1.4,-1.3,-1.84,0.26,-1.99,-2.6,-0.93
2016-08-22,-0.84,-1.13,-1.04,-1.34,,-1.85,-2.3,-0.32
2016-08-23,-0.79,-1.02,-1.12,-1.0,,-1.89,-2.38,-0.56
2016-08-24,-0.4,-0.56,-0.48,-1.01,,-1.85,-2.28,-0.58
2016-08-25,-0.34,-0.51,-0.56,-1.21,,-1.78,-2.35,-0.03
2016-08-26,-0.33,-0.59,-0.84,-1.42,0.47,-1.95,-2.41,0.34
2016-08-29,-0.59,-0.65,-0.93,-1.17,,-1.76,-2.31,-0.19
2016-08-30,-0.52,-0.59,-0.9,-0.72,,-1.77,-2.22,-0.09
2016-08-31,-0.41,-0.48,-0.88,-0.21,,-1.65,-2.0,-0.1
2016-09-01,-0.39,-0.45,-0.75,0.38,,-1.57,-1.93,0.13
2016-09-02,-0.92,-0.9,-1.54,-0.48,0.5,-1.59,-1.87,-0.62
2016-09-05,,,,,,-1.55,-1.81,
2016-09-06,-0.89,-0.88,-1.03,-0.06,,-1.51,-1.62,-1.2
2016-09-07,-0.9,-1.04,-1.29,-0.46,,-1.52,-1.58,-1.08
2016-09-08,-0.68,-0.77,-1.27,-0.59,,-1.66,-1.54,-0.71
2016-09-09,1.08,0.74,-1.0,-0.04,0.53,-1.39,-1.5,-0.1
2016-09-12,0.26,-0.39,-1.12,-0.22,,-1.19,-1.2,-0.15
2016-09-13,1.19,0.77,-0.82,0.51,,-1.03,-1.17,0.18
2016-09-14,1.27,0.92,-1.02,1.02,,-0.97,-1.01,-0.09
2016-09-15,0.62,0.09,-1.11,0.46,,-0.95,-0.99,-0.11
2016-09-16,0.29,-0.45,-1.22,0.08,1.12,-0.91,-0.97,-0.11
2016-09-19,0.34,-0.02,-0.79,0.01,,-0.93,-1.08,-0.12
2016-09-20,0.47,0.17,-0.77,0.52,,-0.94,-1.06,-0.13
2016-09-21,-0.43,-0.51,-1.21,0.09,,-0.96,-1.03,-1.25
2016-09-22,-0.86,-1.07,-1.6,0.75,,-1.24,-1.14,-1.75
2016-09-23,-0.75,-0.91,-1.47,1.63,0.6,-1.19,-1.11,-1.99
2016-09-26,0.01,0.17,-0.98,1.97,,-1.03,-0.96,-2.1
2016-09-27,-0.46,-0.41,-1.16,1.57,,-0.96,-0.81,-1.97
2016-09-28,-0.69,-0.43,-1.37,2.01,,-1.03,-0.79,-2.19
2016-09-29,-0.12,0.1,-1.39,0.84,,-1.12,-0.78,-1.9
2016-09-30,-0.37,-0.24,-1.36,-0.16,0.53,-1.37,-0.76,-1.55
2016-10-03,-0.27,-0.07,-1.22,-0.64,,-1.43,-0.87,-1.54
2016-10-04,-0.25,0.1,-0.52,-0.78,,-1.58,-0.98,-1.22
2016-10-05,-0.47,-0.08,-0.77,-1.16,,-1.69,-1.09,-1.12
2016-10-06,-0.52,-0.15,-0.42,-1.41,,-1.72,-1.19,-0.82
2016-10-07,-0.29,-0.17,-0.56,-1.14,-0.14,-1.65,-1.29,-1.05
2016-10-10,-0.33,-0.24,-0.6,-1.15,,-1.6,-1.26,
2016-10-11,0.35,0.42,-0.58,-0.62,,-1.58,-1.36,
2016-10-12,0.53,0.5,-0.58,-0.28,,-1.54,-1.32,-0.85
2016-10-13,0.78,0.67,-0.56,-0.98,,-1.35,-1.29,
2016-10-14,0.58,0.55,-0.75,-1.61,0.26,-1.54,-1.39,-0.67
2016-10-17,0.6,0.62,-0.7,-1.84,,-1.42,-1.24,-0.75
2016-10-18,0.29,0.36,-0.89,-1.26,,-1.48,-1.34,-0.95
2016-10-19,0.02,0.13,-0.94,-2.5,,-1.59,-1.44,-1.19
2016-10-20,-0.19,-0.2,-0.88,-2.47,,-1.65,-1.41,-1.5
2016-10-21,-0.32,-0.3,-0.92,-2.36,0.13,-1.61,-1.39,-1.86
2016-10-24,-0.42,-0.49,-0.73,-2.19,,-1.62,-1.36,
2016-10-25,-0.24,-0.01,-0.91,-1.76,,-1.58,-1.33,-1.77
2016-10-26,0.09,0.32,-0.93,-1.25,,-1.41,-1.17,-1.4
2016-10-27,0.55,0.75,-0.65,-1.07,,-1.33,-1.15,
2016-10-28,0.94,1.27,0.22,-0.43,-0.11,-1.18,-1.01,-0.58
2016-10-31,1.31,1.82,1.07,0.62,,-0.81,-0.87,-0.37
2016-11-01,2.26,2.8,1.66,0.35,,-0.45,-0.71,0.06
2016-11-02,2.93,3.45,1.97,0.62,,-0.17,-0.55,0.35
2016-11-03,4.09,3.93,2.39,0.82,,-0.14,-0.38,0.99
2016-11-04,3.93,3.96,2.49,1.52,1.05,0.03,-0.36,1.41
2016-11-07,2.13,2.06,1.46,1.64,,-0.51,-0.52,
2016-11-08,2.07,2.26,1.1,1.4,,-0.59,-0.69,0.25
2016-11-09,0.18,0.67,0.37,0.64,,-0.71,-1.07,1.79
2016-11-10,0.34,1.65,1.63,1.02,,-0.59,-1.26,2.98
2016-11-11,0.09,1.56,4.42,1.91,-0.51,-0.57,-1.26,
2016-11-14,0.22,1.89,2.64,3.23,,-0.07,-1.24,3.96
2016-11-15,-0.26,0.81,0.21,2.86,,-0.65,-1.44,2.88
2016-11-16,-0.11,0.65,-0.18,2.87,,-0.64,-1.42,2.13
2016-11-17,-0.27,0.01,0.89,2.07,,-0.94,-1.39,1.67
2016-11-18,-0.49,-0.26,0.6,1.8,-0.59,-0.95,-1.15,2.32
2016-11-21,-0.68,-0.65,-0.11,1.53,,-1.14,-1.12,2.11
2016-11-22,-0.68,-0.87,-0.37,1.73,,-1.39,-0.88,1.44
2016-11-23,-0.68,-0.88,1.52,1.89,,-1.5,-1.08,1.76
2016-11-24,,,,,,-1.46,-1.06,
2016-11-25,-0.72,-0.82,1.46,3.15,-0.85,-1.49,-1.04,1.87
2016-11-28,-0.37,-0.45,0.81,2.77,,-1.39,-1.02,1.68
2016-11-29,-0.48,-0.54,0.75,3.12,,-1.26,-1.0,1.43
2016-11-30,-0.3,-0.45,1.86,0.78,,-1.31,-0.98,1.95
2016-12-01,0.02,0.58,1.94,-0.03,,-1.46,-1.21,2.69
2016-12-02,0.04,0.47,1.36,-1.06,-0.52,-1.38,-1.2,1.97
2016-12-05,-0.83,-0.1,0.84,-0.73,,-1.59,-1.2,1.61
2016-12-06,-0.98,-0.41,0.54,-0.7,,-1.88,-1.45,1.13
2016-12-07,-0.79,-0.45,0.42,-0.9,,-2.17,-1.47,0.69
2016-12-08,-0.6,-0.64,0.2,-1.09,,-2.3,-1.77,0.64
2016-12-09,-0.99,-0.91,1.43,-1.03,-1.29,-2.6,-1.77,0.97
2016-12-12,-0.6,-1.1,0.45,-2.0,,-2.61,-2.04,1.06
2016-12-13,-0.57,-0.88,-0.01,-1.73,,-2.68,-2.31,0.9
2016-12-14,-0.38,-0.78,1.13,-1.17,,-2.83,-2.54,0.95
2016-12-15,-0.56,-0.94,0.93,-1.22,,-2.44,-2.46,1.3
2016-12-16,-0.83,-1.42,0.72,-2.03,-0.97,-2.32,-2.39,1.22
2016-12-19,-1.04,-1.46,-0.14,-1.96,,-2.17,-2.31,0.8
2016-12-20,-1.16,-1.46,0.22,-2.22,,-2.19,-2.5,0.82
2016-12-21,-1.23,-1.36,-0.29,-1.98,,-2.14,-2.4,0.61
2016-12-22,-1.15,-1.26,-0.59,-1.59,,-2.13,-2.3,0.6
2016-12-23,-1.14,-1.33,0.02,-1.63,-0.81,-2.08,-2.21,0.4
2016-12-26,,,,,,,,
2016-12-27,-0.9,-0.85,0.2,-1.58,,-2.16,-2.37,0.13
2016-12-28,-0.49,-0.3,-0.18,-1.57,,-1.97,-2.28,0.14
2016-12-29,-0.31,-0.23,-0.38,-1.52,,-1.82,-2.19,0.2
2016-12-30,-0.02,0.3,-0.07,-1.35,-0.69,-1.68,-1.88,0.23
2016-12-31,,,,,,-1.61,-1.59,
2017-01-02,,,,,,,,
2017-01-03,-0.55,-0.01,-0.05,-0.99,,-1.81,-2.0,0.9
2017-01-04,-0.98,-0.44,-0.67,-1.07,,-2.05,-1.93,0.84
2017-01-05,-1.04,-0.71,-0.77,-1.18,,-1.93,-1.65,0.83
2017-01-06,-1.18,-1.08,-1.0,-1.34,-0.84,-2.03,-1.82,0.65
2017-01-09,-1.06,-0.89,-1.08,-0.79,,-1.86,-1.56,0.58
2017-01-10,-1.08,-0.92,-1.09,-0.8,,-1.85,-1.52,0.36
2017-01-11,-1.16,-1.0,-0.72,-0.89,,-1.72,-1.48,0.29
2017-01-12,-1.03,-1.03,-0.93,-0.97,,-1.63,-1.44,0.4
2017-01-13,-1.16,-1.27,-0.9,-1.21,-0.9,-1.66,-1.61,0.5
2017-01-16,,,,,,-1.66,-1.56,
2017-01-17,-0.88,-1.01,-0.32,-1.1,,-1.47,-1.53,0.42
2017-01-18,-0.62,-1.18,-0.56,-1.08,,-1.56,-1.29,0.41
2017-01-19,-0.48,-0.9,-0.64,-1.12,,-1.58,-1.47,0.98
2017-01-20,-0.99,-1.36,-1.04,-1.35,-0.85,-1.47,-1.44,0.75
2017-01-23,-0.88,-1.12,-0.6,-1.08,,-1.25,-1.41,0.58
2017-01-24,-1.16,-1.48,-0.87,-1.24,,-1.42,-1.59,0.57
2017-01-25,-1.25,-1.44,-0.97,-1.09,,-1.62,-1.55,0.76
2017-01-26,-1.3,-1.42,-0.82,-1.19,,-1.58,-1.72,0.43
2017-01-27,-1.29,-1.54,-1.02,-1.13,-1.24,-1.55,-1.68,0.08
2017-01-30,-0.7,-0.88,-0.55,-0.94,,-1.44,-1.64,0.1
2017-01-31,-0.65,-0.61,-0.51,-0.86,,-1.31,-1.2,0.11
2017-02-01,-0.72,-1.15,-0.78,-0.94,,-1.41,-1.18,-0.11
2017-02-02,-0.67,-0.9,-0.66,-1.11,,-1.43,-1.16,-0.24
2017-02-03,-1.06,-1.25,-0.66,-1.27,-1.04,-1.58,-1.36,-0.58
2017-02-06,-0.88,-1.13,-0.28,-1.06,,-1.42,-1.34,-0.56
2017-02-07,-0.91,-1.11,-0.56,-1.0,,-1.33,-1.1,-0.48
2017-02-08,-0.82,-1.13,-0.61,-1.05,,-1.18,-1.08,-0.39
2017-02-09,-1.05,-1.23,-0.8,-1.15,,-1.28,-1.06,-0.37
2017-02-10,-1.04,-1.34,-0.81,-1.39,-1.18,-1.32,-1.27,-0.3
2017-02-13,-0.93,-1.36,-0.96,-1.28,,-1.39,-1.47,-0.43
2017-02-14,-1.05,-1.53,-1.17,-1.18,,-1.5,-1.88,-0.67
2017-02-15,-0.53,-1.28,-1.43,-1.12,,-1.53,-2.04,-0.94
2017-02-16,-0.61,-1.05,-1.38,-1.15,,-1.35,-1.76,-0.58
2017-02-17,-0.71,-1.29,-1.61,-1.42,-1.58,-1.25,-1.71,-0.38
2017-02-20,,,,,,-1.22,-1.66,
2017-02-21,-0.66,-0.9,-1.34,-1.32,,-1.31,-1.62,-0.56
2017-02-22,-0.58,-1.05,-1.55,-1.11,,-1.35,-1.78,-0.5
2017-02-23,-0.57,-0.74,-1.3,-1.26,,-1.34,-1.73,-0.62
2017-02-24,-0.66,-0.94,-1.36,-1.25,-1.33,-1.15,-1.68,-0.44
2017-02-27,-0.38,-0.74,-0.87,-1.31,,-1.33,-1.83,-0.29
2017-02-28,-0.01,-0.56,-0.94,-1.23,,-1.32,-1.97,
2017-03-01,-0.16,-0.83,-0.88,-1.31,,-1.68,-2.28,
2017-03-02,-0.47,-0.89,-1.14,-1.12,,-1.68,-2.37,-0.53
2017-03-03,-0.83,-1.24,-1.25,-1.15,-1.87,-1.52,-2.28,-1.15
2017-03-06,-0.69,-1.05,-1.45,-0.96,,-1.35,-2.2,-1.22
2017-03-07,-0.59,-1.06,-1.44,-1.01,,-1.16,-1.95,-1.12
2017-03-08,-0.4,-0.99,-1.24,-0.31,,-1.01,-1.91,-1.04
2017-03-09,-0.2,-0.88,-1.21,-0.28,,-0.78,-1.52,-0.64
2017-03-10,-0.46,-1.08,-1.47,-0.08,-1.88,-0.75,-1.5,-0.93
2017-03-13,-0.58,-1.34,-2.25,-0.21,,-0.61,-1.48,-1.35
2017-03-14,-0.13,-1.13,-2.05,-0.09,,-0.31,-1.27,-1.5
2017-03-15,-0.43,-1.31,-2.14,-0.49,,-0.37,-1.07,-2.19
2017-03-16,-0.67,-1.48,-2.14,-0.66,,-0.73,-1.24,-2.36
2017-03-17,-0.71,-1.74,-2.24,-0.8,-1.74,-0.63,-1.21,-2.26
2017-03-20,-0.7,-1.87,-1.92,-0.69,,-0.45,-1.19,-2.34
2017-03-21,0.39,-0.74,-1.52,-0.35,,-0.22,-1.16,-1.89
2017-03-22,0.79,-0.57,-1.41,-0.4,,0.18,-0.94,
2017-03-23,1.2,-0.03,-1.25,-0.42,,0.05,-0.92,-1.32
2017-03-24,1.06,-0.63,-1.54,-0.24,-1.31,-0.05,-0.91,-1.42
2017-03-27,0.58,-0.55,-1.31,-0.25,,0.15,-0.89,-1.69
2017-03-28,-0.58,-0.98,-1.36,-0.35,,-0.22,-1.07,-1.75
2017-03-29,-0.7,-1.39,-1.67,-0.54,,-0.46,-1.06,-1.86
2017-03-30,-0.54,-1.36,-1.41,-0.64,,-0.79,-1.04,-1.87
2017-03-31,0.54,-1.18,-1.22,-0.67,-1.81,-0.5,-0.59,-1.87
2017-04-03,0.55,-0.72,-1.1,-0.77,,-0.23,-0.58,-1.74
2017-04-04,-0.2,-0.86,-1.17,-0.57,,-0.21,-0.56,-1.12
2017-04-05,1.2,-0.13,-0.75,-0.6,,-0.5,-0.54,-1.27
2017-04-06,0.56,-0.42,-0.93,-0.8,,-0.39,-0.53,-0.48
2017-04-07,1.19,0.15,-0.6,-0.69,-1.71,-0.72,-0.76,-0.4
2017-04-10,2.61,0.7,-0.43,-1.0,,-0.72,-0.74,-0.41
2017-04-11,3.62,1.37,0.37,-0.87,,-0.27,-0.47,-0.03
2017-04-12,4.11,1.76,0.9,-1.0,,-0.12,-0.45,0.49
2017-04-13,4.01,2.08,1.0,-1.3,,0.33,-0.16,0.69
2017-04-14,,,,,-1.31,,,
2017-04-17,2.56,1.58,1.02,-1.37,,0.18,-0.42,0.08
2017-04-18,2.23,1.76,0.73,-0.97,,0.66,-0.11,0.48
2017-04-19,2.58,1.75,0.06,0.19,,0.29,-0.09,0.56
2017-04-20,1.82,0.96,0.09,-0.53,,0.1,-0.07,0.73
2017-04-21,2.16,1.27,0.6,0.37,-1.29,0.05,-0.05,1.39
2017-04-24,-1.13,-0.91,-1.26,0.29,,-0.69,-0.35,-1.37
2017-04-25,-1.17,-0.93,-1.13,0.09,,-1.23,-0.65,-1.51
2017-04-26,-1.07,-0.95,-1.39,0.09,,-1.35,-0.63,-1.74
2017-04-27,-1.45,-1.57,-1.69,0.36,,-1.18,-0.93,-1.9
2017-04-28,-1.04,-1.22,-1.63,-0.23,-2.24,-1.37,-0.91,-1.78
2017-04-30,,,,,,-0.92,-0.57,
2017-05-01,-1.6,-0.69,-1.1,0.16,,-1.12,-0.55,-1.87
2017-05-02,-1.19,-0.12,-1.07,1.39,,-1.02,-0.86,-1.66
2017-05-03,-1.1,-0.85,-0.94,1.6,,-1.22,-0.84,-1.8
2017-05-04,-1.26,-0.68,-1.0,2.33,,-0.91,-1.15,-1.62
2017-05-05,-1.16,-0.58,-1.25,1.91,-1.95,-0.74,-1.13,-1.82
2017-05-08,-1.76,-0.9,-1.27,1.86,,-0.88,-1.44,-2.34
2017-05-09,-1.56,-0.26,-1.14,1.95,,-1.34,-1.73,-2.28
2017-05-10,-1.33,-0.5,-1.72,1.82,,-1.46,-1.69,-2.22
2017-05-11,-1.01,-0.14,-1.66,1.66,,-1.43,-1.97,-2.22
2017-05-12,-1.14,-0.51,-1.7,1.65,-2.18,-1.01,-1.91,-1.95
2017-05-15,-1.1,-0.73,-1.56,1.4,,-1.37,-2.17,-1.73
2017-05-16,-0.91,-1.09,-1.58,1.51,,-1.41,-2.11,-1.86
2017-05-17,2.81,3.04,-0.31,1.65,,-0.38,-1.75,-0.72
2017-05-18,2.03,2.3,-0.35,1.25,,-0.29,-1.4,-1.27
2017-05-19,0.11,0.82,-0.96,0.12,-1.74,-0.82,-1.69,-1.43
2017-05-22,-0.7,0.02,-0.75,0.45,,-1.27,-1.65,-1.76
2017-05-23,-0.85,-0.07,-1.02,0.91,,-1.63,-1.92,
2017-05-24,-1.34,-0.38,-1.09,0.59,,-1.51,-1.57,-1.87
2017-05-25,-1.33,-0.2,-1.43,1.38,,-1.55,-1.54,-1.83
2017-05-26,-1.42,-0.45,-1.14,0.23,-2.18,-1.51,-1.51,-1.82
2017-05-29,,,,,,-1.48,-1.79,
2017-05-30,-1.0,0.09,-1.1,0.34,,-1.37,-1.43,
2017-05-31,-0.96,0.13,-0.94,1.08,,-0.89,-1.09,-1.78
2017-06-01,-1.3,-0.07,-0.93,0.66,,-1.25,-1.06,-1.73
2017-06-02,-1.37,0.11,-0.72,1.13,-2.02,-1.22,-1.04,-1.72
2017-06-05,-1.14,0.35,-0.46,1.56,,-1.26,-1.02,-1.78
2017-06-06,-0.88,0.97,0.1,0.95,,-0.94,-1.0,-1.72
2017-06-07,-0.92,1.02,0.06,1.69,,-0.84,-0.99,-1.45
2017-06-08,-1.05,0.7,-0.3,1.52,,-0.6,-0.97,-1.58
2017-06-09,-0.68,4.0,-0.37,1.06,-2.17,-0.81,-0.95,-1.72
2017-06-12,-0.16,2.94,-0.42,1.52,,-0.95,-1.29,-1.73
2017-06-13,-0.85,1.55,-0.58,0.93,,-1.15,-1.27,-1.78
2017-06-14,-0.7,2.12,-1.05,0.8,,-0.98,-1.26,-1.66
2017-06-15,-0.52,2.17,-1.38,0.74,,-0.81,-1.25,-1.71
2017-06-16,-0.86,2.15,-1.98,-0.65,-2.09,-0.49,-1.24,-1.68
2017-06-19,-0.85,1.01,-1.55,0.19,,-0.93,-1.6,-1.62
2017-06-20,-0.52,1.43,-1.19,0.93,,-0.4,-1.56,-1.58
2017-06-21,-0.6,1.06,-1.09,1.19,,0.2,-1.52,-1.53
2017-06-22,-0.77,1.07,-1.07,0.94,,0.35,-1.11,-1.56
2017-06-23,-1.07,0.84,-1.33,0.67,-1.45,0.27,-1.08,-1.52
2017-06-26,-1.12,1.42,-1.16,0.6,,0.05,-1.44,-1.64
2017-06-27,-0.35,2.46,-0.45,0.76,,-0.4,-1.78,-1.31
2017-06-28,-1.02,1.67,-0.88,0.22,,-0.4,-1.73,-1.22
2017-06-29,-0.09,2.92,-0.99,0.08,,-0.47,-2.04,-0.9
2017-06-30,-0.26,2.34,-1.12,-0.57,-1.62,-0.39,-1.97,-0.8
2017-07-03,-0.23,2.8,-0.4,-0.02,,-0.77,-2.24,-0.78
2017-07-04,,,,,,-0.76,-2.16,
2017-07-05,-0.32,1.95,-0.43,0.84,,-0.71,-2.08,-0.59
2017-07-06,0.63,2.24,-0.53,0.9,,-0.36,-2.34,-0.5
2017-07-07,-0.24,1.6,0.12,1.02,-1.66,0.01,-2.55,-0.66
2017-07-10,-0.28,1.5,-0.11,1.03,,-0.0,-2.45,-1.01
2017-07-11,-0.42,1.33,-0.04,1.16,,0.15,-2.35,-0.98
2017-07-12,-0.8,0.67,-0.61,0.69,,-0.18,-2.26,-1.08
2017-07-13,-1.04,0.42,-0.81,0.37,,-0.49,-2.43,-1.09
2017-07-14,-1.27,0.01,-0.94,-0.27,-1.56,-0.8,-2.33,-1.24
2017-07-17,-1.05,0.34,-0.94,-0.12,,-1.1,-2.48,-1.36
2017-07-18,-0.98,0.04,-0.87,-0.39,,-1.08,-2.37,-1.39
2017-07-19,-1.03,0.05,-0.9,-0.55,,-1.45,-2.27,-1.54
2017-07-20,-1.14,0.24,-1.08,-0.67,,-1.65,-2.19,-1.67
2017-07-21,-1.25,0.23,-0.78,-0.65,-1.81,-1.38,-2.1,-1.57
2017-07-24,-1.18,0.33,-0.32,-0.65,,-1.42,-2.25,-1.6
2017-07-25,-1.16,-0.08,-0.11,-0.68,,-2.01,-2.37,-1.2
2017-07-26,-1.04,-0.06,-0.48,-0.58,,-1.93,-2.27,-1.49
2017-07-27,-0.71,0.97,-0.79,-0.43,,-1.99,-2.19,-1.3
2017-07-28,-0.59,0.96,-0.62,-0.41,-1.84,-1.64,-2.11,-1.25
2017-07-31,-0.59,0.92,-0.48,0.02,,-1.47,-1.84,-1.28
2017-08-01,-0.68,0.36,-0.73,-0.12,,-1.54,-1.98,-1.0
2017-08-02,-0.55,0.23,-0.75,-0.16,,-1.59,-1.92,-1.15
2017-08-03,-0.44,0.26,-0.69,-0.5,,-1.21,-1.67,-1.23
2017-08-04,-0.68,-0.07,-1.02,-0.98,-1.55,-1.18,-1.63,-1.29
2017-08-07,-0.73,-0.02,-1.12,-0.89,,-1.08,-1.4,-1.31
2017-08-08,-0.09,0.52,-0.81,-0.59,,-1.06,-1.37,-1.22
2017-08-09,0.01,0.61,0.15,-0.78,,0.49,-0.96,-0.89
2017-08-10,2.9,2.52,1.02,-0.7,,1.5,-0.55,-0.56
2017-08-11,2.48,1.77,1.02,-1.1,-1.15,2.17,-0.14,-0.54
2017-08-14,0.67,0.3,-0.02,-0.77,,1.18,-0.32,-0.89
2017-08-15,0.5,-0.08,0.06,-0.73,,1.02,-0.51,-0.96
2017-08-16,0.34,-0.16,0.37,-0.81,,1.13,-0.49,-0.96
2017-08-17,2.48,2.13,0.97,-0.77,,1.63,-0.47,-0.89
2017-08-18,1.77,1.69,0.03,-1.63,-1.07,2.1,-0.25,-0.69
2017-08-21,1.22,1.41,0.84,-1.06,,2.34,-0.23,-0.41
2017-08-22,0.17,0.31,0.46,-1.49,,1.72,-0.21,-0.5
2017-08-23,0.76,0.61,0.75,-1.63,,1.93,-0.19,-0.37
2017-08-24,0.78,0.69,0.94,-1.36,,1.56,-0.17,-0.28
2017-08-25,0.2,0.46,0.86,-1.09,-1.11,1.35,-0.38,-0.58
2017-08-28,0.25,0.28,2.77,-0.33,,1.23,-0.36,-0.87
2017-08-29,0.56,0.68,2.11,-0.28,,1.4,-0.1,-0.4
2017-08-30,0.21,0.23,1.15,-0.65,,1.0,-0.08,-0.36
2017-08-31,-0.24,-0.2,1.74,-1.0,,0.89,0.19,-0.46
2017-09-01,-0.56,-0.33,1.05,-1.07,-1.19,0.6,-0.05,-0.88
2017-09-04,,,,,,0.59,-0.02,
2017-09-05,0.92,0.72,2.87,-0.75,,1.42,0.27,0.17
2017-09-06,0.49,0.4,2.57,-0.51,,0.75,0.29,0.08
2017-09-07,0.42,0.3,2.79,-0.69,,1.11,0.59,0.41
2017-09-08,0.81,0.65,1.93,-0.8,-0.97,1.46,0.61,
2017-09-11,-0.18,-0.48,1.37,-1.67,,0.81,0.62,-0.17
2017-09-12,-0.28,-0.89,-0.48,-1.71,,0.43,0.35,-0.22
2017-09-13,-0.34,-1.22,-0.03,-2.14,,0.15,0.07,-0.28
2017-09-14,-0.39,-0.9,0.2,-2.33,,-0.22,0.08,-0.46
2017-09-15,-0.58,-1.41,0.06,-1.99,-1.51,-0.31,-0.2,-0.48
2017-09-18,-0.6,-0.79,0.72,-1.52,,-0.77,-0.48,-0.62
2017-09-19,-0.57,-0.98,0.25,-2.33,,-0.94,-0.76,-0.7
2017-09-20,-0.85,-0.93,0.3,-1.68,,-1.45,-1.04,-0.92
2017-09-21,-0.92,-0.78,0.14,-1.96,,-1.24,-1.01,-1.18
2017-09-22,-0.96,-0.75,0.33,-1.86,-1.56,-1.04,-0.99,-0.41
2017-09-25,-0.51,0.39,1.84,-1.57,,-0.85,-0.97,-0.2
2017-09-26,-0.53,0.16,1.34,-1.12,,-1.2,-1.24,-0.34
2017-09-27,-0.75,0.18,0.97,-1.34,,-1.61,-1.5,0.18
2017-09-28,-0.98,-0.05,-0.37,-1.37,,-1.58,-1.74,0.16
2017-09-29,-1.0,-0.77,-0.34,-1.49,-1.42,-1.8,-2.24,0.61
2017-09-30,,,,,,-1.6,-1.89,
2017-10-02,-1.04,-0.77,-0.4,-1.05,,-1.65,-2.1,1.31
2017-10-03,-0.98,-0.95,-0.77,-0.92,,-1.61,-2.29,1.39
2017-10-04,-0.89,-1.08,-0.73,-1.32,,-1.65,-2.46,1.34
2017-10-05,-1.21,-1.45,-0.74,-1.56,,-1.77,-2.37,1.78
2017-10-06,-0.85,-1.17,-0.59,-1.01,-1.5,-1.73,-2.29,1.51
2017-10-09,-0.33,-0.72,-0.13,-1.11,,-1.76,-2.45,
2017-10-10,-0.53,-0.57,0.15,-1.44,,-1.64,-2.36,1.06
2017-10-11,-0.7,-0.72,0.05,-1.46,,-1.59,-2.28,0.56
2017-10-12,-0.65,-0.56,-0.27,-1.68,,-1.27,-2.2,0.21
2017-10-13,-0.87,-0.8,-0.32,-1.71,-1.41,-0.96,-1.91,-0.19
2017-10-16,-0.64,-0.46,0.09,-1.42,,-1.45,-2.08,
2017-10-17,-0.33,-0.5,-0.43,-1.59,,-1.62,-2.01,-0.95
2017-10-18,-0.5,-0.54,-0.16,-1.32,,-1.85,-2.17,-0.39
2017-10-19,-0.51,-0.31,-0.1,-1.35,,-1.66,-2.1,0.13
2017-10-20,-0.56,-0.52,-0.59,-2.14,-1.53,-2.01,-2.24,1.19
2017-10-23,0.27,0.47,-0.38,-1.82,,-2.07,-2.16,1.23
2017-10-24,0.33,0.32,-0.36,-1.54,,-2.12,-2.29,1.95
2017-10-25,0.37,0.86,-0.05,-1.57,,-1.81,-2.21,2.43
2017-10-26,0.42,0.51,-0.52,-1.64,,-1.81,-2.14,2.33
2017-10-27,-0.7,-0.54,-0.69,-1.63,-1.52,-1.58,-2.07,1.26
2017-10-30,-0.17,-0.02,-0.39,-1.53,,-1.24,-2.0,0.1
2017-10-31,-0.42,-0.02,-0.33,-1.51,,-1.09,-1.75,-0.1
2017-11-01,-0.4,-0.09,-0.35,-1.32,,-1.25,-1.7,-0.56
2017-11-02,-0.6,-0.25,-1.33,-1.3,,-0.98,-1.47,-1.02
2017-11-03,-1.18,-0.8,-1.65,-1.65,-1.45,-0.96,-1.43,-2.06
2017-11-06,-0.96,-0.79,-1.31,-0.68,,-0.77,-1.21,-2.26
2017-11-07,-0.59,-0.61,-1.26,0.22,,-0.64,-1.0,-2.45
2017-11-08,-0.65,-0.64,-0.86,-0.13,,-0.03,-0.98,-2.42
2017-11-09,-0.11,0.14,-0.39,0.08,,0.7,-0.77,-2.01
2017-11-10,0.49,0.16,-0.44,0.61,-1.35,0.52,-0.57,-1.21
2017-11-13,0.64,0.03,-0.6,1.07,,0.59,-0.74,-1.48
2017-11-14,0.71,0.18,-0.5,1.05,,1.02,-0.54,-1.0
2017-11-15,1.81,1.1,-0.34,0.99,,1.76,-0.15,-0.9
2017-11-16,0.78,-0.4,-1.16,0.23,,0.68,-0.34,-0.98
2017-11-17,0.53,-0.83,-1.59,-0.59,-1.32,0.5,-0.52,-0.48
2017-11-20,-0.05,-0.8,-0.96,-0.45,,0.14,-0.51,-0.82
2017-11-21,-0.73,-1.64,-1.33,-0.75,,-0.1,-0.69,-0.8
2017-11-22,-0.62,-1.64,-1.42,-0.62,,0.13,-0.67,-1.21
2017-11-23,,,,,,0.13,-0.66,
2017-11-24,-0.77,-1.89,-1.59,-0.58,-1.68,-0.05,-0.84,-1.42
2017-11-27,-0.63,-1.33,-1.43,0.33,,-0.12,-0.83,-1.68
2017-11-28,-0.52,-1.02,-1.5,0.2,,-0.07,-0.81,-1.76
2017-11-29,-0.03,1.31,-1.07,0.14,,-0.26,-0.99,-1.52
2017-11-30,0.39,0.94,-0.23,-1.11,,-0.44,-0.97,-1.09
