date,vix,vxn,gvz,ovx,stlfsi,hy_oas,ig_oas,move
2007-01-01,,,,,,,,
2007-01-02,,,,,,,,
2007-01-03,,,,,,,,
2007-01-04,,,,,,,,
2007-01-05,,,,,,,,
2007-01-08,,,,,,,,
2007-01-09,,,,,,,,
2007-01-10,,,,,,,,
2007-01-11,,,,,,,,
2007-01-12,,,,,,,,
2007-01-15,,,,,,,,
2007-01-16,,,,,,,,
2007-01-17,,,,,,,,
2007-01-18,,,,,,,,
2007-01-19,,,,,,,,
2007-01-22,,,,,,,,
2007-01-23,,,,,,,,
2007-01-24,,,,,,,,
2007-01-25,,,,,,,,
2007-01-26,,,,,,,,
2007-01-29,,,,,,,,
2007-01-30,,,,,,,,
2007-01-31,,,,,,,,
2007-02-01,,,,,,,,
2007-02-02,,,,,,,,
2007-02-05,,,,,,,,
2007-02-06,,,,,,,,
2007-02-07,,,,,,,,
2007-02-08,,,,,,,,
2007-02-09,,,,,,,,
2007-02-12,,,,,,,,
2007-02-13,,,,,,,,
2007-02-14,,,,,,,,
2007-02-15,,,,,,,,
2007-02-16,,,,,,,,
2007-02-19,,,,,,,,
2007-02-20,,,,,,,,
2007-02-21,,,,,,,,
2007-02-22,,,,,,,,
2007-02-23,,,,,,,,
2007-02-26,,,,,,,,
2007-02-27,,,,,,,,
2007-02-28,,,,,,,,
2007-03-01,,,,,,,,
2007-03-02,,,,,,,,
2007-03-05,,,,,,,,
2007-03-06,,,,,,,,
2007-03-07,,,,,,,,
2007-03-08,,,,,,,,
2007-03-09,,,,,,,,
2007-03-12,,,,,,,,
2007-03-13,,,,,,,,
2007-03-14,,,,,,,,
2007-03-15,,,,,,,,
2007-03-16,,,,,,,,
2007-03-19,,,,,,,,
2007-03-20,,,,,,,,
2007-03-21,,,,,,,,
2007-03-22,,,,,,,,
2007-03-23,,,,,,,,
2007-03-26,,,,,,,,
2007-03-27,,,,,,,,
2007-03-28,,,,,,,,
2007-03-29,,,,,,,,
2007-03-30,,,,,,,,
2007-03-31,,,,,,,,
2007-04-02,,,,,,,,
2007-04-03,,,,,,,,
2007-04-04,,,,,,,,
2007-04-05,,,,,,,,
2007-04-06,,,,,,,,
2007-04-09,,,,,,,,
2007-04-10,,,,,,,,
2007-04-11,,,,,,,,
2007-04-12,,,,,,,,
2007-04-13,,,,,,,,
2007-04-16,,,,,,,,
2007-04-17,,,,,,,,
2007-04-18,,,,,,,,
2007-04-19,,,,,,,,
2007-04-20,,,,,,,,
2007-04-23,,,,,,,,
2007-04-24,,,,,,,,
2007-04-25,,,,,,,,
2007-04-26,,,,,,,,
2007-04-27,,,,,,,,
2007-04-30,,,,,,,,
2007-05-01,,,,,,,,
2007-05-02,,,,,,,,
2007-05-03,,,,,,,,
2007-05-04,,,,,,,,
2007-05-07,,,,,,-0.48,1.16,
2007-05-08,,,,,,-0.46,1.14,
2007-05-09,,,,,,-0.87,1.12,
2007-05-10,,,,,,-0.77,1.1,
2007-05-11,0.11,-0.79,,,,-0.92,0.74,-1.84
2007-05-14,0.57,-0.37,,,,-1.08,0.73,-1.78
2007-05-15,0.58,-0.23,,,,-1.4,0.72,-1.97
2007-05-16,0.34,-0.65,,,,-1.28,0.71,-1.84
2007-05-17,0.33,-0.4,,,,-1.51,0.69,-1.59
2007-05-18,-0.02,-0.85,,,,-1.8,0.34,-0.85
2007-05-21,0.22,-0.77,,,,-1.83,0.67,-1.07
2007-05-22,0.1,-0.74,,,,-2.09,0.32,-1.19
2007-05-23,0.17,-0.27,,,,-2.17,0.3,-0.92
2007-05-24,0.55,0.32,,,,-2.01,0.29,-0.82
2007-05-25,0.19,-0.2,,,,-1.95,0.28,-0.74
2007-05-28,,,,,,,,
2007-05-29,0.27,0.07,,,,-2.1,0.27,-0.81
2007-05-30,-0.08,-0.33,,,,-1.9,0.61,-0.61
2007-05-31,0.01,-0.31,,,,-1.71,0.95,-0.39
2007-06-01,-0.13,-0.46,,,,-2.02,0.93,-0.55
2007-06-04,0.1,-0.45,,,,-1.77,0.91,-1.12
2007-06-05,0.26,-0.53,,,,-1.93,0.89,-1.0
2007-06-06,0.85,-0.11,,,,-1.42,0.87,-0.37
2007-06-07,1.88,1.02,,,,-1.39,1.21,1.66
2007-06-08,0.77,-0.16,,,,-1.17,1.54,2.91
2007-06-11,0.69,-0.6,,,,-1.21,1.51,1.31
2007-06-12,1.62,0.16,,,,-1.25,1.47,3.53
2007-06-13,0.65,-0.86,,,,-0.97,1.44,3.2
2007-06-14,0.09,-1.05,,,,-1.21,1.05,2.22
2007-06-15,0.22,-0.77,,,,-1.07,1.03,1.13
2007-06-18,-0.06,-0.81,,,,-0.99,1.01,0.77
2007-06-19,-0.38,-0.98,,,,-0.48,1.0,0.8
2007-06-20,0.57,-0.36,,,,-0.55,0.98,1.18
2007-06-21,0.31,-0.61,,,,-0.1,1.36,1.79
2007-06-22,1.11,-0.04,,,,0.09,1.74,1.74
2007-06-25,1.57,0.36,,,,0.78,1.73,2.02
2007-06-26,2.68,1.15,,,,0.7,2.14,1.74
2007-06-27,0.87,-0.06,,,,1.25,2.14,1.95
2007-06-28,0.86,-0.31,,,,0.91,2.56,1.43
2007-06-29,1.23,0.19,,,,1.27,2.55,1.63
2007-06-30,,,,,,1.79,2.98,
2007-07-02,0.75,-0.29,,,,2.03,3.39,1.41
2007-07-03,0.45,-0.47,,,,1.74,2.81,1.08
2007-07-04,,,,,,1.7,2.69,
2007-07-05,0.77,-0.26,,,,1.27,2.61,1.41
2007-07-06,0.35,-0.57,,,,1.15,2.51,1.15
2007-07-09,0.62,-0.22,,,,1.34,2.41,1.14
2007-07-10,2.07,0.74,,,,2.42,2.7,1.55
2007-07-11,1.56,0.13,,,,2.56,2.93,1.42
2007-07-12,0.96,-0.01,,,,2.04,2.78,1.24
2007-07-13,0.71,-0.66,,,,1.87,2.67,0.95
2007-07-16,1.0,-0.55,,,,1.88,2.88,0.72
2007-07-17,1.01,-0.17,,,,1.74,2.73,0.57
2007-07-18,1.23,-0.32,,,,2.45,2.89,0.74
2007-07-19,0.71,-0.51,,,,2.37,3.02,0.45
2007-07-20,1.9,0.49,,,,3.03,3.61,0.83
2007-07-23,1.82,0.95,,,,3.14,3.57,1.17
2007-07-24,2.88,2.57,,,,3.59,3.52,1.31
2007-07-25,2.53,2.18,,,,3.66,3.66,1.47
2007-07-26,3.82,2.75,,,,4.56,5.38,2.96
2007-07-27,4.92,5.5,,,,4.42,4.99,2.72
2007-07-30,3.06,3.1,,,,3.87,4.37,3.04
2007-07-31,3.9,4.69,,,,3.44,4.03,2.74
2007-08-01,3.62,4.28,,,,3.38,3.67,2.44
2007-08-02,2.5,2.48,,,,2.95,3.38,2.15
2007-08-03,3.68,4.02,,,,2.9,3.24,2.34
2007-08-06,2.72,2.74,,,,2.82,3.21,2.41
2007-08-07,2.17,1.94,,,,2.53,3.0,1.52
2007-08-08,2.05,1.83,,,,1.94,2.67,1.93
2007-08-09,3.4,4.11,,,,2.07,2.54,3.59
2007-08-10,3.61,3.95,,,,2.13,2.58,3.19
2007-08-13,2.93,2.8,,,,1.99,2.46,2.72
2007-08-14,3.03,2.8,,,,2.06,2.49,2.3
2007-08-15,3.48,3.63,,,,2.16,2.59,1.97
2007-08-16,3.26,3.66,,,,2.56,2.92,2.31
2007-08-17,2.89,2.82,,,,2.28,2.82,2.06
2007-08-20,2.04,2.15,,,,2.22,2.73,2.13
2007-08-21,1.76,1.62,,,,2.18,2.65,2.31
2007-08-22,1.25,1.09,,,,1.95,2.53,2.13
2007-08-23,1.17,1.07,,,,1.77,2.31,1.99
2007-08-24,0.76,0.65,,,,1.65,2.16,1.57
2007-08-27,1.15,1.21,,,,1.62,2.08,1.51
2007-08-28,1.82,2.12,,,,1.76,2.11,1.6
2007-08-29,1.29,1.41,,,,1.7,2.04,1.6
2007-08-30,1.5,1.86,,,,1.71,2.07,1.7
2007-08-31,1.14,1.57,,,,1.75,1.85,1.69
2007-09-03,,,,,,1.7,1.79,
2007-09-04,1.0,1.53,,,,1.63,1.84,1.6
2007-09-05,1.32,2.19,,,,1.67,1.83,1.72
2007-09-06,1.18,1.98,,,,1.57,1.86,1.53
2007-09-07,1.57,2.55,,,,1.73,1.99,1.79
2007-09-10,1.74,2.6,,,,1.75,2.01,1.89
2007-09-11,1.31,1.92,,,,1.65,1.99,1.97
2007-09-12,1.22,1.98,,,,1.54,1.97,1.95
2007-09-13,1.16,1.78,,,,1.37,1.9,1.79
2007-09-14,1.16,1.62,,,,1.35,1.84,1.8
2007-09-17,1.42,1.97,,0.57,,1.25,1.79,1.68
2007-09-18,0.25,0.69,,0.58,,1.15,1.74,1.32
2007-09-19,0.18,0.5,,0.19,,0.94,1.61,0.94
2007-09-20,0.25,0.36,,0.9,,0.82,1.45,1.47
2007-09-21,-0.04,0.06,,0.77,,0.74,1.33,0.75
2007-09-24,0.02,0.07,,0.27,,0.65,1.26,0.71
2007-09-25,-0.14,0.05,,0.07,,0.72,1.23,0.86
2007-09-26,-0.35,-0.01,,-0.12,,0.66,1.16,0.77
2007-09-27,-0.48,-0.02,,-0.44,,0.66,1.14,0.68
2007-09-28,-0.3,0.07,,0.27,,0.65,1.07,0.68
2007-09-30,,,,,,0.69,1.09,
2007-10-01,-0.34,0.08,,0.82,,0.66,1.07,0.72
2007-10-02,-0.22,0.11,,0.9,,0.65,1.04,0.64
2007-10-03,-0.17,0.17,,0.83,,0.58,0.98,0.53
2007-10-04,-0.26,0.14,,0.58,,0.55,0.92,0.53
2007-10-05,-0.59,-0.29,,0.31,,0.37,0.81,0.31
2007-10-08,-0.49,-0.18,,1.0,,0.35,0.8,
2007-10-09,-0.79,-0.39,,0.76,,0.24,0.73,-0.06
2007-10-10,-0.69,-0.33,,0.58,,0.17,0.63,-0.34
2007-10-11,-0.23,0.33,,0.07,,0.08,0.53,-0.6
2007-10-12,-0.49,0.01,,-0.22,,0.02,0.51,-0.79
2007-10-15,-0.16,0.58,,-0.34,,-0.03,0.45,-0.83
2007-10-16,-0.01,0.58,,0.33,,0.09,0.48,-0.64
2007-10-17,-0.34,0.18,,1.22,,0.31,0.55,-0.03
2007-10-18,-0.36,0.2,,1.38,,0.49,0.58,-0.12
2007-10-19,0.62,1.16,,1.52,,0.73,0.66,0.08
2007-10-22,0.31,0.96,,1.43,,0.76,0.74,0.17
2007-10-23,0.01,0.65,,1.34,,0.67,0.67,0.09
2007-10-24,0.08,0.8,,0.92,,0.78,0.75,0.59
2007-10-25,0.15,1.04,,0.78,,0.73,0.73,0.51
2007-10-26,-0.25,0.82,,1.57,,0.7,0.72,0.38
2007-10-29,-0.19,1.02,,1.46,,0.67,0.7,0.18
2007-10-30,0.09,1.14,,2.38,,0.65,0.68,-0.0
2007-10-31,-0.54,0.24,,3.44,,0.6,0.77,-0.41
2007-11-01,0.59,1.08,,4.0,,0.91,0.97,0.22
2007-11-02,0.53,0.67,,3.74,,1.13,1.12,0.43
2007-11-05,0.83,1.0,,3.49,,1.19,1.27,0.34
2007-11-06,0.09,0.37,,3.55,,1.12,1.36,0.05
2007-11-07,1.34,1.26,,3.34,,1.32,1.57,0.67
2007-11-08,1.23,1.92,,2.98,,1.64,1.72,0.93
2007-11-09,1.77,2.63,,1.81,,1.87,1.87,0.91
2007-11-12,2.34,3.11,,2.45,,1.85,1.85,
2007-11-13,0.6,1.68,,2.1,,1.94,1.94,0.24
2007-11-14,1.04,2.04,,1.27,,1.86,1.92,-0.27
2007-11-15,1.53,2.37,,0.91,,2.33,2.08,0.19
2007-11-16,0.87,1.29,,0.39,,2.58,2.18,-0.05
2007-11-19,0.98,1.6,,0.03,,3.08,2.39,0.07
2007-11-20,0.68,1.51,,0.7,,3.2,2.48,0.65
2007-11-21,1.16,1.66,,0.81,,3.42,2.67,0.86
2007-11-22,,,,,,3.25,2.61,
2007-11-23,0.82,1.61,,1.26,,2.96,2.49,0.84
2007-11-26,1.66,2.32,,1.19,,3.05,2.61,1.97
2007-11-27,0.94,1.59,,0.73,,2.82,2.66,2.43
2007-11-28,0.35,1.06,,0.87,,2.4,2.61,1.94
2007-11-29,0.3,0.89,,1.28,,2.3,2.67,2.4
2007-11-30,-0.02,0.98,,1.47,,2.25,2.5,2.19
2007-12-03,0.18,1.22,,1.77,,2.28,2.51,2.49
2007-12-04,0.23,0.98,,1.42,,2.3,2.51,2.83
2007-12-05,-0.12,0.44,,1.01,,2.16,2.51,2.59
2007-12-06,-0.55,-0.12,,0.56,,1.96,2.51,2.35
2007-12-07,-0.57,-0.43,,0.71,,1.66,2.36,2.35
2007-12-10,-0.6,-0.27,,0.95,,1.49,2.27,1.37
2007-12-11,0.19,0.3,,0.73,,1.65,2.29,2.26
2007-12-12,-0.11,0.15,,0.54,,1.5,2.12,2.32
2007-12-13,-0.09,0.01,,0.76,,1.42,2.09,2.0
2007-12-14,0.1,0.11,,0.47,,1.32,1.98,1.95
2007-12-17,0.45,0.66,,0.18,,1.35,1.93,1.86
2007-12-18,-0.05,0.35,,-0.29,,1.44,1.87,1.97
2007-12-19,-0.31,-0.19,,-0.4,,1.48,1.81,2.29
2007-12-20,-0.6,-0.67,,-1.03,,1.56,1.8,2.59
2007-12-21,-1.19,-1.27,,-1.63,,1.36,1.7,1.97
2007-12-24,-1.14,-1.1,,-1.44,,1.28,1.66,1.82
2007-12-25,,,,,,,,
2007-12-26,-1.11,-1.11,,-1.41,,1.17,1.61,1.62
2007-12-27,-0.61,-0.78,,-0.13,,1.21,1.57,1.56
2007-12-28,-0.45,-0.46,,0.26,,1.32,1.53,1.68
2007-12-31,0.1,0.16,,1.03,,1.55,1.49,1.71
2008-01-01,,,,,,,,
2008-01-02,0.3,0.49,,1.24,,1.76,1.53,1.83
2008-01-03,0.09,0.32,,1.01,,1.81,1.53,1.62
2008-01-04,0.53,0.88,,0.46,,2.0,1.61,1.2
2008-01-07,0.5,1.08,,0.63,,2.05,1.65,0.81
2008-01-08,0.99,1.43,,0.46,,2.05,1.64,0.44
2008-01-09,0.59,0.7,,0.26,,2.25,1.79,0.63
2008-01-10,0.39,0.58,,0.12,,2.04,1.74,0.48
2008-01-11,0.45,0.85,,-0.27,,2.03,1.69,0.76
2008-01-14,0.22,0.64,,-0.11,,1.94,1.6,0.73
2008-01-15,0.36,0.47,,0.13,,1.97,1.63,0.78
2008-01-16,0.69,0.86,,0.11,,2.0,1.63,0.82
2008-01-17,1.95,1.47,,-0.3,,2.1,1.69,0.92
2008-01-18,1.53,1.2,,-0.49,,2.08,1.71,1.0
2008-01-21,,,,,,2.02,1.66,
2008-01-22,2.6,2.55,,1.1,,2.28,1.85,1.49
2008-01-23,1.96,2.06,,-0.09,,2.28,1.86,2.29
2008-01-24,1.57,1.56,,-0.11,,1.85,1.71,2.5
2008-01-25,1.91,1.92,,-0.4,,1.68,1.66,2.68
2008-01-28,1.5,1.56,,-0.06,,1.67,1.58,2.21
2008-01-29,1.34,1.59,,-0.4,,1.46,1.51,1.79
2008-01-30,1.39,1.3,,-0.82,,1.36,1.5,1.11
2008-01-31,0.97,1.11,,-0.94,,1.49,1.5,1.38
2008-02-01,0.35,0.41,,-1.08,,1.46,1.46,0.98
2008-02-04,0.88,0.93,,-0.85,,1.39,1.46,0.84
2008-02-05,1.48,1.38,,-0.57,,1.49,1.43,0.99
2008-02-06,1.64,1.41,,-0.55,,1.48,1.39,0.98
2008-02-07,1.25,1.11,,-0.85,,1.46,1.43,1.13
2008-02-08,1.32,0.73,,-0.69,,1.56,1.43,1.21
2008-02-11,1.18,0.46,,-0.5,,1.64,1.46,1.05
2008-02-12,0.8,0.22,,-0.29,,1.6,1.46,0.98
2008-02-13,0.38,-0.53,,-0.67,,1.58,1.46,0.86
2008-02-14,0.55,-0.25,,-0.88,,1.42,1.43,0.76
2008-02-15,0.38,-0.23,,-1.07,,1.44,1.43,0.84
2008-02-18,,,,,,1.42,1.41,
2008-02-19,0.53,0.1,,-0.02,,1.35,1.38,0.86
2008-02-20,0.15,-0.18,,0.79,,1.33,1.4,1.12
2008-02-21,0.36,-0.25,,0.31,,1.41,1.41,1.36
2008-02-22,-0.0,-0.45,,0.2,,1.39,1.42,1.38
2008-02-25,-0.36,-0.36,,-0.01,,1.22,1.4,1.22
2008-02-26,-0.74,-0.58,,-0.02,,1.16,1.41,0.81
2008-02-27,-0.5,-0.87,,-0.13,,1.15,1.42,0.52
2008-02-28,-0.24,-0.43,,0.45,,1.33,1.51,0.6
2008-02-29,0.78,0.14,,0.26,,1.61,1.66,1.05
2008-03-03,0.68,0.45,,0.79,,1.67,1.75,0.89
2008-03-04,0.4,0.06,,0.25,,1.65,1.9,1.04
2008-03-05,0.06,-0.19,,1.14,,1.54,2.01,1.46
2008-03-06,1.08,0.58,,1.32,,1.63,2.26,1.73
2008-03-07,1.04,0.33,,1.16,,1.75,2.32,1.75
2008-03-10,1.67,0.99,,1.72,,1.89,2.44,1.57
2008-03-11,0.58,0.08,,2.04,,1.71,2.51,0.86
2008-03-12,0.88,0.54,,2.21,,1.87,2.5,0.79
2008-03-13,0.88,0.47,,2.0,,1.98,2.62,1.21
2008-03-14,2.21,1.14,,2.0,,2.06,2.69,1.42
2008-03-17,2.48,1.42,,3.49,,2.26,2.77,1.48
2008-03-18,0.23,-0.06,,2.18,,1.95,2.62,0.95
2008-03-19,1.61,0.85,,3.18,,1.88,2.55,0.98
2008-03-20,0.5,0.13,,2.43,,1.87,2.51,0.89
2008-03-21,,,,,,,,
2008-03-24,0.21,0.02,,1.54,,1.48,2.31,1.01
2008-03-25,0.23,0.17,,1.35,,1.34,2.17,0.97
2008-03-26,0.35,0.4,,1.2,,1.34,2.08,0.79
2008-03-27,0.28,0.34,,1.33,,1.25,2.04,0.46
2008-03-28,0.23,0.13,,0.96,,1.28,1.98,0.03
2008-03-31,0.19,0.19,,1.14,,1.49,1.95,-0.03
2008-04-01,-0.84,-0.65,,1.21,,1.25,1.84,-0.33
2008-04-02,-0.56,-0.39,,1.25,,1.05,1.68,-0.05
2008-04-03,-0.63,-0.5,,1.42,,0.94,1.58,-0.58
2008-04-04,-0.88,-0.93,,1.11,,0.9,1.46,-0.59
2008-04-07,-0.87,-0.71,,1.7,,0.63,1.31,-1.2
2008-04-08,-0.87,-0.75,,1.45,,0.66,1.26,-1.57
2008-04-09,-0.71,-0.54,,1.49,,0.79,1.28,-1.53
2008-04-10,-0.99,-0.82,,1.46,,0.76,1.26,-1.59
2008-04-11,-0.47,-0.2,,0.62,,0.81,1.26,-1.45
2008-04-14,-0.34,0.06,,1.0,,0.77,1.23,-1.59
2008-04-15,-0.71,-0.22,,1.14,,0.65,1.14,-1.37
2008-04-16,-1.48,-0.88,,1.16,,0.41,1.09,-0.26
2008-04-17,-1.53,-1.33,,1.15,,0.27,1.01,0.19
2008-04-18,-1.6,-1.55,,0.98,,-0.01,0.85,-0.26
2008-04-21,-1.47,-1.37,,0.14,,-0.06,0.74,-0.99
2008-04-22,-1.32,-1.2,,0.93,,-0.16,0.67,-1.45
2008-04-23,-1.5,-1.01,,0.53,,-0.21,0.59,-1.69
2008-04-24,-1.55,-1.45,,0.42,,-0.41,0.52,-1.39
2008-04-25,-1.67,-1.55,,0.47,,-0.56,0.47,-1.23
2008-04-28,-1.61,-1.42,,0.82,,-0.57,0.39,-1.28
2008-04-29,-1.39,-1.32,,0.76,,-0.59,0.32,-1.53
2008-04-30,-1.21,-1.14,,0.56,,-0.63,0.21,-2.01
2008-05-01,-1.8,-1.69,,0.61,,-0.75,0.09,-2.21
2008-05-02,-2.02,-2.13,,0.59,,-1.07,-0.05,-2.35
2008-05-05,-1.79,-1.81,,0.9,,-1.11,-0.1,-2.44
2008-05-06,-2.0,-2.0,,0.55,,-1.08,-0.12,-2.25
2008-05-07,-1.51,-1.47,,0.49,,-1.1,-0.14,-1.82
2008-05-08,-1.6,-1.58,,0.34,,-0.93,-0.13,-1.55
2008-05-09,-1.57,-1.45,,0.18,,-0.84,-0.15,-1.43
2008-05-12,-2.01,-1.74,,0.21,,-0.86,-0.17,-1.56
2008-05-13,-1.9,-1.99,,0.34,,-1.15,-0.26,-1.37
2008-05-14,-1.93,-1.93,,0.01,,-1.37,-0.32,-0.98
2008-05-15,-2.24,-2.25,,0.5,,-1.29,-0.34,-1.08
2008-05-16,-2.11,-2.2,,0.33,,-1.41,-0.39,-1.25
2008-05-19,-1.9,-1.82,,0.41,,-1.46,-0.41,-1.53
2008-05-20,-1.7,-1.69,,0.13,,-1.31,-0.39,-1.57
2008-05-21,-1.4,-1.22,,0.43,,-1.38,-0.41,-1.58
2008-05-22,-1.51,-1.32,,0.78,,-1.46,-0.39,-1.27
2008-05-23,-1.1,-1.06,,0.38,,-1.24,-0.37,-1.29
2008-05-26,,,,,,-1.22,-0.39,
2008-05-27,-1.05,-1.13,,0.91,,-1.17,-0.37,-1.23
2008-05-28,-1.17,-1.31,,0.83,,-1.35,-0.42,-0.9
2008-05-29,-1.38,-1.53,,1.03,,-1.42,-0.52,-0.61
2008-05-30,-1.43,-1.63,,1.25,,-1.36,-0.53,-0.68
2008-05-31,,,,,,-1.41,-0.63,
2008-06-02,-0.9,-1.05,,1.42,,-1.14,-0.6,-0.65
2008-06-03,-0.77,-0.75,,1.05,,-0.94,-0.58,-0.5
2008-06-04,-0.61,-0.7,,0.78,,-0.93,-0.55,-0.53
2008-06-05,-1.16,-1.02,,0.91,,-1.2,-0.61,-0.4
2008-06-06,0.16,-0.06,,3.45,,-1.1,-0.63,-0.03
2008-06-09,0.06,0.16,,1.81,,-1.26,-0.73,0.67
2008-06-10,0.08,0.14,,2.37,,-1.4,-0.7,0.58
2008-06-11,0.33,0.37,,2.37,,-1.25,-0.68,0.28
2008-06-12,0.13,0.41,,2.7,,-1.45,-0.74,0.54
2008-06-13,-0.43,-0.23,,2.38,,-1.48,-0.75,0.82
2008-06-16,-0.48,-0.3,,2.57,,-1.48,-0.77,0.2
2008-06-17,-0.42,-0.38,,2.07,,-1.4,-0.82,0.13
2008-06-18,-0.09,0.0,,1.5,,-1.16,-0.74,0.02
2008-06-19,-0.26,-0.32,,1.58,,-1.13,-0.75,-0.19
2008-06-20,0.12,0.35,,1.67,,-0.84,-0.57,-0.12
2008-06-23,0.06,0.61,,0.98,,-0.73,-0.53,-0.18
2008-06-24,0.01,0.81,,1.02,,-0.32,-0.39,-0.29
2008-06-25,-0.35,0.21,,0.88,,-0.3,-0.36,-0.59
2008-06-26,0.47,1.12,,1.04,,0.1,-0.01,-0.34
2008-06-27,0.33,0.97,,0.81,,0.33,0.07,-0.4
2008-06-30,0.49,1.32,,1.11,,0.23,0.37,-0.79
2008-07-01,0.4,0.96,,1.42,,0.43,0.51,-0.62
2008-07-02,1.06,1.65,,1.3,,0.51,0.5,-0.31
2008-07-03,0.71,1.27,,0.85,,0.66,0.59,-0.8
2008-07-04,,,,,,0.66,0.57,
2008-07-07,0.99,1.41,,1.35,,0.87,0.56,-0.92
2008-07-08,0.22,0.77,,1.84,,1.04,0.7,-1.15
2008-07-09,0.84,1.35,,1.45,,0.96,0.8,-1.3
2008-07-10,0.95,1.4,,1.39,,1.08,0.84,-1.11
2008-07-11,1.49,1.75,,1.56,,1.05,0.99,-0.43
2008-07-14,1.74,2.15,,1.41,,1.08,0.98,-0.62
2008-07-15,1.74,2.05,,2.29,,1.35,1.28,-0.61
2008-07-16,0.77,1.18,,2.47,,1.27,1.47,-0.77
2008-07-17,0.78,1.11,,2.77,,0.94,1.41,-0.34
2008-07-18,0.51,1.28,,2.6,,0.77,1.41,-0.21
2008-07-21,0.23,1.05,,2.0,,0.66,1.37,-0.18
2008-07-22,-0.32,0.28,,1.82,,0.72,1.43,-0.62
2008-07-23,-0.26,0.4,,1.89,,0.51,1.29,-0.69
2008-07-24,0.48,0.56,,1.68,,0.86,1.41,-0.68
2008-07-25,0.31,0.18,,1.25,,0.81,1.42,-0.69
2008-07-28,0.81,0.55,,1.33,,1.17,1.53,-0.74
2008-07-29,0.06,0.06,,1.12,,1.23,1.53,-0.85
2008-07-30,-0.22,-0.13,,0.85,,1.22,1.54,0.29
2008-07-31,0.42,0.11,,0.8,,1.58,1.64,0.13
2008-08-01,0.3,0.03,,0.74,,1.83,1.64,-1.14
2008-08-04,0.66,0.57,,0.96,,1.84,1.64,-1.23
2008-08-05,-0.2,-0.05,,1.04,,1.76,1.62,-1.88
2008-08-06,-0.53,-0.47,,1.0,,1.63,1.61,-1.64
2008-08-07,-0.17,-0.33,,0.69,,1.8,1.64,-0.97
2008-08-08,-0.35,-0.49,,0.41,,1.73,1.61,-1.9
2008-08-11,-0.54,-0.49,,0.37,,1.58,1.58,-2.0
2008-08-12,-0.14,-0.38,,0.43,,1.62,1.66,-1.61
2008-08-13,0.01,-0.36,,0.62,,1.57,1.63,-1.44
2008-08-14,-0.44,-0.99,,0.57,,1.58,1.65,-1.45
2008-08-15,-0.72,-1.0,,0.9,,1.58,1.67,-1.39
2008-08-18,-0.18,-0.64,,0.52,,1.63,1.68,-1.3
2008-08-19,-0.05,-0.42,,0.12,,1.69,1.74,-1.51
2008-08-20,-0.37,-0.63,,-0.05,,1.76,1.83,-1.42
2008-08-21,-0.59,-0.74,,0.18,,1.69,1.82,-1.5
2008-08-22,-0.97,-0.98,,-0.15,,1.59,1.77,-1.43
2008-08-25,-0.14,-0.35,,0.02,,1.65,1.81,-1.43
2008-08-26,-0.33,-0.44,,0.54,,1.61,1.8,-1.53
2008-08-27,-0.6,-0.66,,0.8,,1.59,1.74,-1.85
2008-08-28,-0.72,-0.72,,0.97,,1.48,1.73,-1.89
2008-08-29,-0.26,-0.43,,1.19,,1.42,1.68,-1.83
2008-08-31,,,,,,1.5,1.67,
2008-09-01,,,,,,1.46,1.63,
2008-09-02,0.25,0.26,,0.39,,1.51,1.66,-1.82
2008-09-03,0.03,0.12,,0.02,,1.56,1.65,-1.48
2008-09-04,1.01,0.7,,-0.06,,1.61,1.64,-0.68
2008-09-05,0.62,0.39,,-0.06,,1.57,1.64,-0.95
2008-09-08,0.45,0.63,,-0.0,,1.41,1.56,-0.56
2008-09-09,1.5,1.0,,0.09,,1.47,1.63,0.06
2008-09-10,1.11,0.7,,0.0,,1.46,1.73,0.04
2008-09-11,1.04,0.54,,0.38,,1.51,2.06,0.23
2008-09-12,1.49,0.82,,0.06,,1.37,2.16,0.16
2008-09-15,3.48,2.05,,0.04,,2.0,3.22,2.98
2008-09-16,2.82,1.63,,1.47,,2.23,3.87,3.37
2008-09-17,4.26,3.0,,1.67,,2.57,3.96,2.72
2008-09-18,3.11,2.0,,2.16,,2.68,3.89,2.68
2008-09-19,2.68,2.34,,1.66,2.86,1.86,3.04,2.47
2008-09-22,2.99,2.58,,2.79,,1.81,2.74,2.11
2008-09-23,3.28,2.76,,2.05,,1.96,2.77,2.12
2008-09-24,2.97,2.62,,1.82,,2.21,2.82,2.3
2008-09-25,2.31,2.13,,1.4,,2.35,2.87,2.9
2008-09-26,2.64,2.56,,1.47,3.03,2.65,3.13,3.11
2008-09-29,4.69,4.98,,4.11,,3.02,3.05,3.72
2008-09-30,3.0,3.18,,2.84,,3.05,2.71,3.73
2008-10-01,2.9,3.05,,2.39,,3.13,2.68,3.12
2008-10-02,3.59,3.95,,2.28,,3.56,2.96,3.17
2008-10-03,3.31,3.65,,1.9,4.49,3.49,2.86,2.9
2008-10-06,3.99,4.12,,3.6,,3.8,2.95,3.17
2008-10-07,3.83,4.12,,3.19,,3.57,2.87,3.09
2008-10-08,3.92,4.24,2.13,2.73,,3.51,2.88,3.46
2008-10-09,4.18,4.41,2.21,2.42,,3.48,2.84,3.49
2008-10-10,4.28,4.12,3.27,3.81,5.13,3.97,3.23,3.6
2008-10-13,2.64,2.81,2.77,3.52,,3.64,3.04,
